DATE,ARTIST,TITLE,2nd ARTIST,STYLE,COMPOSER,AUTHOR,LAST_NAME_SEARCH,
1951-05-10,Alfredo DE ANGELIS,Por qué me das dique,Oscar Larroca,TANGO,Rodolfo Sciammarella,Luis Alonso,ANGELIS,
1951-05-29,Alfredo DE ANGELIS,Patrona,Carlos Dante,MILONGA,Juan Larenza,Cátulo Castillo,ANGELIS,
1951-05-29,Alfredo DE ANGELIS,Por qué doblan las campanas,Carlos Dante y Oscar Larroca,TANGO,Alfredo De Angelis,José Rótulo,ANGELIS,
1951-05-29,Alfredo DE ANGELIS,Telarañas,Carlos Dante y Oscar Larroca,TANGO,Andrés Domenech,Jesús Fernández Blanco,ANGELIS,
1951-07-11,Alfredo DE ANGELIS,Caminito del taller,Carlos Dante,TANGO,Cátulo Castillo,Cátulo Castillo,ANGELIS,
1951-07-11,Alfredo DE ANGELIS,Criolla,Carlos Dante y Oscar Larroca,VALS,Arturo Gallucci y Carmelo Di Nápoli,Enrique Gaudino,ANGELIS,
1951-10-23,Alfredo DE ANGELIS,Almagro,Oscar Larroca,TANGO,Vicente San Lorenzo,Iván Diez,ANGELIS,
1951-10-23,Alfredo DE ANGELIS,Entrá nomás,Oscar Larroca,TANGO,Juan Rezzano,Francisco Bastardi,ANGELIS,
1951-11-03,Alfredo DE ANGELIS,Pasional,Oscar Larroca,TANGO,Jorge Caldara,Mario Soto,ANGELIS,
1951-11-05,Alfredo DE ANGELIS,Miguelito el arriero,Carlos Dante y Oscar Larroca,TANGO,Hipólito Caron,Hipólito Oneca,ANGELIS,
1951-11-12,Alfredo DE ANGELIS,La misma tarde,Carlos Dante y Oscar Larroca,TANGO,Graciano Gómez,Justo Ricardo Thompson,ANGELIS,
1951-11-12,Alfredo DE ANGELIS,Pampa y cielo,Carlos Dante,VALS,Pacífico Lambertucci,Pacífico Lambertucci,ANGELIS,
1952-04-15,Alfredo DE ANGELIS,La flauta de Bartolo,Carlos Dante y Oscar Larroca,MILONGA,Domingo Sciaraffia,Domingo Sciaraffia,ANGELIS,
1952-04-15,Alfredo DE ANGELIS,Pobre de ellos,Carlos Dante,TANGO,Héctor Marcó,Héctor Marcó,ANGELIS,
1952-05-20,Alfredo DE ANGELIS,Medallita de la suerte,Oscar Larroca,TANGO,Carlos Gardel y José Razzano,Mario Battistella,ANGELIS,
1952-05-20,Alfredo DE ANGELIS,Pa' mí es igual (Siempre amigos),Oscar Larroca,TANGO,Lucio Demare y Roberto Fugazot,Enrique Cadícamo y Agustín Irusta,ANGELIS,
1952-05-30,Alfredo DE ANGELIS,Sonsa,Carlos Dante,TANGO,Raúl de los Hoyos,Emilio Fresedo,ANGELIS,
1952-05-30,Alfredo DE ANGELIS,Un cacho 'e tango,Carlos Dante,TANGO,Alfredo De Angelis,Francisco Amor,ANGELIS,
1952-07-01,Alfredo DE ANGELIS,Cuando llora la milonga,,TANGO,Juan de Dios Filiberto,María Luisa Carnelli,ANGELIS,
1952-07-01,Alfredo DE ANGELIS,Zorro gris,Oscar Larroca,TANGO,Rafael Tuegols,Francisco García Jiménez,ANGELIS,
1952-08-05,Alfredo DE ANGELIS,El choclo,,TANGO,Angel Villoldo,Angel Villoldo,ANGELIS,
1952-08-05,Alfredo DE ANGELIS,Tradición,Carlos Dante y Oscar Larroca,TANGO,Fausto Frontera,Enrique Cadícamo,ANGELIS,
1952-08-05,Alfredo DE ANGELIS,Trapo viejo,Carlos Dante,TANGO,Agustín Magaldi y Pedro Noda,Benjamín Tagle Lara,ANGELIS,
1952-10-08,Alfredo DE ANGELIS,Lina,Carlos Dante y Oscar Larroca,VALS,Venancio Clauso,Venancio Clauso,ANGELIS,
1952-10-08,Alfredo DE ANGELIS,Seis de enero,Carlos Dante,TANGO,Arturo Gallucci,Reinaldo Yiso,ANGELIS,
1952-11-14,Alfredo DE ANGELIS,El once (A divertirse),,TANGO,Osvaldo Fresedo,Emilio Fresedo,ANGELIS,
1952-11-14,Alfredo DE ANGELIS,Hacélo por la vieja,Oscar Larroca,TANGO,Rodolfo Sciammarella,Carlos Viván y Héctor Bonatti,ANGELIS,
1952-11-14,Alfredo DE ANGELIS,Rayito,,TANGO,Alfonso Lacueva,,ANGELIS,
1952-11-14,Alfredo DE ANGELIS,Tus besos fueron míos,Carlos Dante,TANGO,Anselmo Aieta,Francisco García Jiménez,ANGELIS,
1952-11-25,Alfredo DE ANGELIS,Como la margarita,Carlos Dante y Oscar Larroca,VALS,Héctor Gentile [b],José Rótulo,ANGELIS,
1952-11-25,Alfredo DE ANGELIS,Para ustedes,,TANGO,?,?,ANGELIS,
1952-12-23,Alfredo DE ANGELIS,Oyeme mamá,Carlos Dante,TANGO,Armando Baliotti,Julio Jorge Nelson,ANGELIS,
1952-12-23,Alfredo DE ANGELIS,Verdad que no,Carlos Dante,TANGO,Juan Miguel Rodríguez,José Rótulo,ANGELIS,
1952-12-25,Alfredo DE ANGELIS,Que nadie se entere,Oscar Larroca,TANGO,Alberto Gómez,Alberto Gómez,ANGELIS,
1953-04-14,Alfredo DE ANGELIS,Quién más quién menos,Carlos Dante,TANGO,Enrique Santos Discépolo,Enrique Santos Discépolo,ANGELIS,
1953-04-14,Alfredo DE ANGELIS,Viejo rincón,Oscar Larroca,TANGO,Raúl de los Hoyos,Roberto Lino Cayol,ANGELIS,
1953-05-06,Alfredo DE ANGELIS,Cómo nos cambia la vida,Oscar Larroca,TANGO,Roberto Rufino,Marvil,ANGELIS,
1953-05-06,Alfredo DE ANGELIS,Lo llevo en la sangre,Carlos Dante,TANGO,?,?,ANGELIS,
1953-06-11,Alfredo DE ANGELIS,Bailarín compadrito,Oscar Larroca,TANGO,Miguel Bucino,Miguel Bucino,ANGELIS,
1953-06-11,Alfredo DE ANGELIS,Milonguita (Esthercita),Carlos Dante,TANGO,Enrique Delfino,Samuel Linnig,ANGELIS,
1953-07-03,Alfredo DE ANGELIS,La loba,,TANGO,?,?,ANGELIS,
1953-07-03,Alfredo DE ANGELIS,Mañanita linda,Carlos Dante y Oscar Larroca,TANGO,Alfredo De Angelis,José Rótulo,ANGELIS,
1953-08-26,Alfredo DE ANGELIS,Seleccion de tangos,Carlos Dante y Oscar Larroca,TANGO,varios,varios,ANGELIS,
1953-08-26,Alfredo DE ANGELIS,Seleccion de valses,Carlos Dante y Oscar Larroca,VALS,,,ANGELIS,
1953-10-06,Alfredo DE ANGELIS,Noche callada,Carlos Dante y Oscar Larroca,TANGO,Julio De Caro y Cristino Tapia,Eduardo Beccar,ANGELIS,
1953-10-06,Alfredo DE ANGELIS,Prohibido,Oscar Larroca,TANGO,Manuel Sucher,Carlos Bahr,ANGELIS,
1953-11-05,Alfredo DE ANGELIS,La novena,Carlos Dante,TANGO,Miguel Bonano,Alfredo Bigeschi,ANGELIS,
1953-11-05,Alfredo DE ANGELIS,Marcao,Oscar Larroca,TANGO,?,?,ANGELIS,
1953-12-04,Alfredo DE ANGELIS,Seleccion de tangos,Carlos Dante y Oscar Larroca,TANGO,varios,varios,ANGELIS,
1953-12-07,Alfredo DE ANGELIS,Visión,Oscar Larroca,TANGO,Jaime de los Hoyos,Nolo López,ANGELIS,
1953-12-07,Alfredo DE ANGELIS,Volvamos a empezar,Oscar Larroca,TANGO,Daniel Alvarez,Eduardo Maradei,ANGELIS,
1953-12-18,Alfredo DE ANGELIS,Por eso te quiero,Carlos Dante,TANGO,Carlos Dante,Reinaldo Yiso,ANGELIS,
1953-12-18,Alfredo DE ANGELIS,Que nadie sepa mi sufrir,Carlos Dante,VALS,Ángel Cabral,Enrique Dizeo,ANGELIS,
1954-03-15,Alfredo DE ANGELIS,Amor de cielo,Carlos Dante,TANGO,Hipólito Caron,Hipólito Oneca,ANGELIS,
1954-03-15,Alfredo DE ANGELIS,Cuando te fuiste,Oscar Larroca,TANGO,Benjamín García,Paul Geraldy,ANGELIS,
1954-04-21,Alfredo DE ANGELIS,Soy una fiera,Oscar Larroca,MILONGA,Francisco Martino,Francisco Martino,ANGELIS,
1954-04-21,Alfredo DE ANGELIS,Un kilo de tango,Carlos Dante,TANGO,Aguamansa,Aguamansa,ANGELIS,
1954-05-19,Alfredo DE ANGELIS,Mi ambición,Carlos Dante y Oscar Larroca,VALS,Cristino Tapia,Cristino Tapia,ANGELIS,
1954-05-19,Alfredo DE ANGELIS,Que lento corre el tren,Carlos Dante,TANGO,Alfredo De Angelis,Carmelo Volpe,ANGELIS,
1954-06-23,Alfredo DE ANGELIS,Mia,Carlos Dante,TANGO,Elvino Vardaro y Antonio Oscar Arona,Celedonio Flores,ANGELIS,
1954-06-23,Alfredo DE ANGELIS,Oración rante,Oscar Larroca,TANGO,Roberto Chanel,Aldo Queirolo,ANGELIS,
1954-08-01,Alfredo DE ANGELIS,Chau,Oscar Larroca,TANGO,?,?,ANGELIS,
1954-08-04,Alfredo DE ANGELIS,Seleccion de tangos camperos,Carlos Dante y Oscar Larroca,TANGO,?,?,ANGELIS,
1954-09-03,Alfredo DE ANGELIS,Guardia vieja,,TANGO,Julio De Caro,José De Grandis,ANGELIS,
1954-09-03,Alfredo DE ANGELIS,Malambo,Carlos Dante y Oscar Larroca,TANGO,Alfredo De Angelis,José Rótulo,ANGELIS,
1954-09-07,Alfredo DE ANGELIS,El escondite de Hernando (Hernando's hideaway),,TANGO,Richard Adler y Jerry Ross,,ANGELIS,
1954-09-07,Alfredo DE ANGELIS,Mentira,Oscar Larroca,TANGO,Francisco Pracánico,Celedonio Flores,ANGELIS,
1954-10-15,Alfredo DE ANGELIS,Felisa Tolosa,Carlos Dante,VALS,Raúl de los Hoyos,Luis César Amadori y Ivo Pelay,ANGELIS,
1954-11-25,Alfredo DE ANGELIS,A tu recuerdo,Carlos Dante,TANGO,?,?,ANGELIS,
1954-11-25,Alfredo DE ANGELIS,Noche de locura,Oscar Larroca,TANGO,Manuel Sucher,Carlos Bahr,ANGELIS,
1954-12-01,Alfredo DE ANGELIS,Nobleza de arrabal,Carlos Dante,TANGO,Francisco Canaro,Homero Manzi,ANGELIS,
1954-12-01,Alfredo DE ANGELIS,Una señora milonga,Carlos Dante y Oscar Larroca,MILONGA,?,?,ANGELIS,
1954-12-28,Alfredo DE ANGELIS,Olga,,VALS,Francisco Peña,Francisco Peña,ANGELIS,
1954-12-28,Alfredo DE ANGELIS,Remembranza,Carlos Dante,TANGO,Mario Melfi,Mario Battistella,ANGELIS,
1955-03-01,Alfredo DE ANGELIS,Igual que Dios,Oscar Larroca,TANGO,Antonio Rodio,José Rótulo,ANGELIS,
1955-03-01,Alfredo DE ANGELIS,Tu corazón,Carlos Dante,TANGO,Donato Racciatti,Enrique Soriano,ANGELIS,
1955-04-24,Alfredo DE ANGELIS,Triste destino,Oscar Larroca,TANGO,Agustín Magaldi,Antonio Esteban Tello,ANGELIS,
1955-04-26,Alfredo DE ANGELIS,Caído del cielo,,TANGO,Pedro Polito y Antonio Polito,Antonio Polito,ANGELIS,
1955-04-26,Alfredo DE ANGELIS,El huérfano,Carlos Dante,TANGO,Anselmo Aieta,Francisco García Jiménez,ANGELIS,
1955-04-26,Alfredo DE ANGELIS,Para aqui chofer,Oscar Larroca,TANGO,?,?,ANGELIS,
1955-04-26,Alfredo DE ANGELIS,Virgen de Guadalupe,Carlos Dante y Oscar Larroca,TANGO,Francisco Pracánico,Luis Rubistein,ANGELIS,
1955-05-24,Alfredo DE ANGELIS,Tenía que suceder,Carlos Dante,TANGO,Arturo Gallucci,Julio Camilloni,ANGELIS,
1955-06-23,Alfredo DE ANGELIS,Caminito,,TANGO,Juan de Dios Filiberto,Gabino Coria Peñaloza,ANGELIS,
1955-06-23,Alfredo DE ANGELIS,Lágrimas de sangre,Oscar Larroca,TANGO,Roberto Giménez,Roberto Giménez,ANGELIS,
1955-07-13,Alfredo DE ANGELIS,Adiós adiós,Carlos Dante y Oscar Larroca,VALS,Alfredo Pelaia,Alfredo Pelaia,ANGELIS,
1955-07-13,Alfredo DE ANGELIS,Una madre,Carlos Dante,TANGO,?,?,ANGELIS,
1955-10-04,Alfredo DE ANGELIS,A mi padre,Oscar Larroca,TANGO,?,?,ANGELIS,
1955-10-04,Alfredo DE ANGELIS,Mi rebeldía,Carlos Dante,TANGO,Guillermo Vilar y Ángel Vilar,Pedro Blasco,ANGELIS,
1955-10-04,Alfredo DE ANGELIS,Sangre maleva,Oscar Larroca,TANGO,Dante Tortonese,Pedro Platas,ANGELIS,
1955-10-04,Alfredo DE ANGELIS,Tu intimo secreto,Carlos Dante y Oscar Larroca,TANGO,Graciano Gómez,Héctor Marcó,ANGELIS,
1955-11-02,Alfredo DE ANGELIS,Juana Milonga señores,Carlos Dante y Oscar Larroca,MILONGA,Hipólito Caron y Oscar Larroca,Hipólito Oneca,ANGELIS,
1955-12-13,Alfredo DE ANGELIS,No le digas que la quiero,Carlos Dante,TANGO,Enrique Delfino,Alberto Vacarezza,ANGELIS,
1955-12-13,Alfredo DE ANGELIS,Pifia,Oscar Larroca,TANGO,?,?,ANGELIS,
1955-12-28,Alfredo DE ANGELIS,El vazquito,,TANGO,Luis Bernstein,,ANGELIS,
1955-12-28,Alfredo DE ANGELIS,Leyenda del río,Carlos Dante y Oscar Larroca,TANGO,Miguel Nijensohn,Juan Pueblito,ANGELIS,
1956-04-03,Alfredo DE ANGELIS,El mimoso,,TANGO,Santiago Fernández,,ANGELIS,
1956-04-03,Alfredo DE ANGELIS,Fumando espero,Carlos Dante,TANGO,Juan Viladomat,Félix Garzo,ANGELIS,
1956-04-03,Alfredo DE ANGELIS,Temas de carnaval,Carlos Dante y Oscar Larroca,TANGO,,,ANGELIS,
1956-04-30,Alfredo DE ANGELIS,Canción de inmigrante,Carlos Dante,TANGO,?,?,ANGELIS,
1956-04-30,Alfredo DE ANGELIS,Cuando no se quiere más,Oscar Larroca,TANGO,?,?,ANGELIS,
1956-05-18,Alfredo DE ANGELIS,Y todavia te quiero,Oscar Larroca,TANGO,Luciano Leocata,Abel Aznar,ANGELIS,
1956-05-23,Alfredo DE ANGELIS,Corazón encadenado,Oscar Larroca,TANGO,Francisco Canaro,Ivo Pelay,ANGELIS,
1956-05-23,Alfredo DE ANGELIS,Perdóname señor,Carlos Dante,TANGO,Francisco Pracánico,Verminio Servetto,ANGELIS,
1956-06-18,Alfredo DE ANGELIS,Qué risa,Carlos Dante,TANGO,Marsilio Robles,Marsilio Robles,ANGELIS,
1956-07-20,Alfredo DE ANGELIS,La clueca,,TANGO,Alfredo De Angelis y Domingo Sciaraffia,,ANGELIS,
1956-07-20,Alfredo DE ANGELIS,Sabe don,Oscar Larroca,TANGO,Juan Miguel Rodríguez,Justo Ricardo Thompson,ANGELIS,
1956-08-08,Alfredo DE ANGELIS,Farolas de cielo,Carlos Dante,TANGO,Alfredo De Angelis,Maritza de Castro,ANGELIS,
1956-08-08,Alfredo DE ANGELIS,Luz y sombra (2),Carlos Dante y Oscar Larroca,VALS,Alfredo De Angelis,Gervasio López,ANGELIS,
1956-08-16,Alfredo DE ANGELIS,A media luz,,TANGO,Edgardo Donato,Carlos Lenzi,ANGELIS,
1956-08-16,Alfredo DE ANGELIS,Mi promesa,Carlos Dante y Oscar Larroca,TANGO,Alfredo De Angelis,José Rótulo,ANGELIS,
1956-10-29,Alfredo DE ANGELIS,Café para dos,Oscar Larroca,TANGO,Francisco Canaro,Francisco Canaro,ANGELIS,
1956-10-29,Alfredo DE ANGELIS,El retrato de mis viejos,Oscar Larroca,TANGO,?,?,ANGELIS,
1956-11-09,Alfredo DE ANGELIS,Adiós querida (2),Carlos Dante y Oscar Larroca,TANGO,?,?,ANGELIS,
1956-11-09,Alfredo DE ANGELIS,Es mejor,Carlos Dante,TANGO,Miguel Caló y Oscar Rubens,Miguel Caló y Oscar Rubens,ANGELIS,
1956-12-11,Alfredo DE ANGELIS,Corralera,,MILONGA,Anselmo Aieta,,ANGELIS,
1956-12-11,Alfredo DE ANGELIS,Muriéndome de amor,Oscar Larroca,TANGO,Manuel Sucher,Carlos Bahr,ANGELIS,
1956-12-11,Alfredo DE ANGELIS,Si no me engaña el corazón,Carlos Dante,TANGO,Mauricio Misé,Carlos Bahr,ANGELIS,
1956-12-11,Alfredo DE ANGELIS,Soñemos,Oscar Larroca,TANGO,Roberto Caló y Roberto Rufino,Reinaldo Yiso,ANGELIS,
1956-12-11,Alfredo DE ANGELIS,Tirame una serpentina,Carlos Dante,TANGO,Anselmo Aieta,Juan Sarcione,ANGELIS,
1957-04-29,Alfredo DE ANGELIS,Arrabalero,Oscar Larroca,TANGO,Osvaldo Fresedo,Eduardo Calvo,ANGELIS,
1957-04-29,Alfredo DE ANGELIS,Cielo de sombra,Carlos Dante,TANGO,Antonio Sciacca,Carlos Canapale,ANGELIS,
1957-05-23,Alfredo DE ANGELIS,El Tango Club,,TANGO,Alfredo De Angelis y Armando Angeletti,,ANGELIS,
1957-05-23,Alfredo DE ANGELIS,La criolla,Carlos Dante y Oscar Larroca,MILONGA,Carlos Gardel y José Razzano,Carlos Gardel y José Razzano,ANGELIS,
1957-05-23,Alfredo DE ANGELIS,Mi dolor,,TANGO,Carlos Marcucci,Manuel Meaños,ANGELIS,
1957-05-23,Alfredo DE ANGELIS,Selección burrera,Carlos Dante y Oscar Larroca,TANGO,,,ANGELIS,
1957-08-09,Alfredo DE ANGELIS,Los largos del pibe,Oscar Larroca,TANGO,Samuel Pribluda (Sampri),Enrique Lary,ANGELIS,
1957-08-09,Alfredo DE ANGELIS,Plata,Carlos Dante,TANGO,Roberto Morel,Aldo Queirolo,ANGELIS,
1957-09-05,Alfredo DE ANGELIS,Cantando,Carlos Dante y Oscar Larroca,TANGO,Mercedes Simone,Mercedes Simone,ANGELIS,
1957-09-05,Alfredo DE ANGELIS,Incomparable,Carlos Dante,VALS,Ángel Cabral,Manuel Barros,ANGELIS,
1957-09-18,Alfredo DE ANGELIS,Carillón de La Merced,Carlos Dante,TANGO,Enrique Santos Discépolo,Enrique Santos Discépolo y Alfredo Le Pera,ANGELIS,
1957-09-18,Alfredo DE ANGELIS,Se te nota en los ojos,Oscar Larroca,TANGO,Félix Lipesker,Félix Lipesker,ANGELIS,
1957-12-16,Alfredo DE ANGELIS,Te quiero,Oscar Larroca,TANGO,Francisco Canaro,Francisco Canaro,ANGELIS,
1957-12-29,Alfredo DE ANGELIS,La flor del palmar,Carlos Dante y Oscar Larroca,TANGO,Alba Picas,Jesús Fernández Blanco,ANGELIS,
1958-04-07,Alfredo DE ANGELIS,Aguantate Casimiro,Oscar Larroca,TANGO,Alberto Mastra,Alberto Mastra,ANGELIS,
1958-04-07,Alfredo DE ANGELIS,No culpes al amor,Juan Carlos Godoy,TANGO,Roberto Caló y Juan Pueblito,Roberto Caló y Juan Pueblito,ANGELIS,
1958-04-17,Alfredo DE ANGELIS,La última copa,Juan Carlos Godoy,TANGO,Francisco Canaro,Juan Andrés Caruso,ANGELIS,
1958-06-25,Alfredo DE ANGELIS,Pavadita,,TANGO,Anselmo Aieta,,ANGELIS,
1958-06-25,Alfredo DE ANGELIS,Yo sé que te adoro,Juan Carlos Godoy,TANGO,Juan Polito y Carlos Lazzari,Pedro Gallelli,ANGELIS,
1958-07-25,Alfredo DE ANGELIS,Puede ser que no te rías,Roberto Florio,TANGO,Leo Lipesker y Juan Sánchez Gorio,Reinaldo Yiso,ANGELIS,
1958-07-25,Alfredo DE ANGELIS,Que será corazón,Roberto Florio,TANGO,Jorge Dragone,Edgardo Blanco,ANGELIS,
1958-08-21,Alfredo DE ANGELIS,Cosas olvidadas,Roberto Florio,TANGO,Antonio Rodio,José María Contursi,ANGELIS,
1958-08-21,Alfredo DE ANGELIS,Quién tiene tu amor,Juan Carlos Godoy,TANGO,Leopoldo Díaz Vélez,Leopoldo Díaz Vélez,ANGELIS,
1958-09-26,Alfredo DE ANGELIS,Hermana (2),Juan Carlos Godoy,VALS,Miguel Roberto Abrodos,Eugenio Majul,ANGELIS,
1958-09-26,Alfredo DE ANGELIS,Qué ironía (Ironía),Roberto Florio,TANGO,Raúl Ledesma,Manuel Barros,ANGELIS,
1958-10-15,Alfredo DE ANGELIS,En tus brazos,Oscar Larroca,TANGO,Marvil y Carlos Zárate,Marvil,ANGELIS,
1958-11-05,Alfredo DE ANGELIS,Bajo el cono azul,Roberto Florio,TANGO,Alfredo De Angelis,Carmelo Volpe,ANGELIS,
1958-11-05,Alfredo DE ANGELIS,Nadie quizo más,Juan Carlos Godoy,TANGO,Alfredo De Ángelis,José Rótulo,ANGELIS,
1958-12-11,Alfredo DE ANGELIS,Amor de marinero,Roberto Florio,TANGO,Dante Gilardoni,Roberto Cassinelli y Marcelino Hernández,ANGELIS,
1958-12-11,Alfredo DE ANGELIS,Media noche,Juan Carlos Godoy,TANGO,Aníbal Troilo,Héctor Gagliardi,ANGELIS,
1959-04-06,Alfredo DE ANGELIS,Anoche estuve llorando,Lalo Martel,VALS,Carlos Sánchez,Carlos Sánchez,ANGELIS,
1959-04-06,Alfredo DE ANGELIS,Se va la vida,Juan Carlos Godoy,TANGO,Edgardo Donato,María Luisa Carnelli,ANGELIS,
1959-05-04,Alfredo DE ANGELIS,El piropo,Lalo Martel,TANGO,Félix Blanco,José Rótulo,ANGELIS,
1959-06-05,Alfredo DE ANGELIS,Si nos queremos todavia,Juan Carlos Godoy,TANGO,Héctor Gentile,Angel Di Rosa,ANGELIS,
1959-07-20,Alfredo DE ANGELIS,Al mundo le falta un tornillo,Lalo Martel,TANGO,José María Aguilar,Enrique Cadícamo,ANGELIS,
1959-07-20,Alfredo DE ANGELIS,Muñeca brava,Lalo Martel,TANGO,Luis Visca,Enrique Cadícamo,ANGELIS,
1959-07-20,Alfredo DE ANGELIS,Vuelve amor,Juan Carlos Godoy,TANGO,Roberto Rufino,Reinaldo Yiso,ANGELIS,
1959-08-18,Alfredo DE ANGELIS,Entre tu amor y mi amor,Juan Carlos Godoy,TANGO,Juan Pomati,Leopoldo Díaz Vélez,ANGELIS,
1959-08-18,Alfredo DE ANGELIS,Orgullo tanguero,Lalo Martel,TANGO,Luis Stazo,Enrique Cadícamo,ANGELIS,
1959-10-13,Alfredo DE ANGELIS,Así nació esta milonga,Lalo Martel,MILONGA,Ángel Cabral,Sara Rainer,ANGELIS,
1959-10-13,Alfredo DE ANGELIS,Más allá del corazón,Juan Carlos Godoy,TANGO,Juan Pomati,Reinaldo Yiso,ANGELIS,
1959-11-13,Alfredo DE ANGELIS,Amarrete,,TANGO,Pacífico Lambertucci,Luis Coraggio,ANGELIS,
1959-11-13,Alfredo DE ANGELIS,Re fa si,,TANGO,Enrique Delfino,,ANGELIS,
1959-11-20,Alfredo DE ANGELIS,No aflojes,Lalo Martel,TANGO,Pedro Maffia y Sebastián Piana,Mario Battistella,ANGELIS,
1959-12-21,Alfredo DE ANGELIS,Abuela,Juan Carlos Godoy y Lalo Martel,TANGO,Hipólito Caron,Ricardo Otero,ANGELIS,
1960-06-17,Alfredo DE ANGELIS,La manzanita,Lalo Martel,MILONGA,?,?,ANGELIS,
1960-06-30,Alfredo DE ANGELIS,Ruiseñor de Puente Alsina,Lalo Martel,TANGO,Wenceslao Cinosi y Wellington Cinosi,Sara Rainer,ANGELIS,
1960-10-19,Alfredo DE ANGELIS,TBC,Lalo Martel,TANGO,Ascanio Donato,Víctor Soliño y Roberto Fontaina,ANGELIS,
1960-10-19,Alfredo DE ANGELIS,Un duende nada más,Juan Carlos Godoy,TANGO,Tito Ferrari,Alberto Coria,ANGELIS,
1960-11-28,Alfredo DE ANGELIS,Pastorcita de amancay,Lalo Martel,VALS,Chito Galindo,Chito Galindo,ANGELIS,
1960-11-28,Alfredo DE ANGELIS,Tu olvido y yo,Juan Carlos Godoy,TANGO,Manuel Sucher,Roberto Lambertucci,ANGELIS,
1960-12-22,Alfredo DE ANGELIS,Chau pebeta,Lalo Martel,TANGO,Leo Lipesker,Mario Bustos,ANGELIS,
1961-06-26,Alfredo DE ANGELIS,Chistando,Lalo Martel,TANGO,Francisco Canaro,Francisco Canaro,ANGELIS,
1961-06-26,Alfredo DE ANGELIS,Llevame carretero,Juan Carlos Godoy,TANGO,Manuel Parada,José Cicarelli,ANGELIS,
1961-07-28,Alfredo DE ANGELIS,A la gran muñeca,,TANGO,Jesus Ventura,Miguel Osés,ANGELIS,
1961-08-08,Alfredo DE ANGELIS,Angélica,Juan Carlos Godoy,VALS,Roberto Cambaré,Roberto Cambaré,ANGELIS,
1961-08-08,Alfredo DE ANGELIS,Blanca Nieves,Lalo Martel,MILONGA,?,?,ANGELIS,
1961-08-15,Alfredo DE ANGELIS,A la criolla,,TANGO,Francisco García Jiménez,Anselmo Aieta,ANGELIS,
1961-08-15,Alfredo DE ANGELIS,Flores negras,,TANGO,Francisco De Caro,Mario César Gomila,ANGELIS,
1961-08-21,Alfredo DE ANGELIS,Meta garufa,Lalo Martel,TANGO,Leo Lipesker,Mario Bustos,ANGELIS,
1961-08-21,Alfredo DE ANGELIS,Tres compadres,,TANGO,Luis Stazo y Guillermo Vilar,Américo Pinella,ANGELIS,
1961-08-29,Alfredo DE ANGELIS,La cumparsita,,TANGO,Gerardo Matos Rodriguez,Pascual Contursi y Enrique Maroni,ANGELIS,
1961-08-29,Alfredo DE ANGELIS,Ni tú ni yo,Juan Carlos Godoy,TANGO,Juan Pomati,Reinaldo Yiso,ANGELIS,
1961-12-21,Alfredo DE ANGELIS,Yira yira,Lalo Martel,TANGO,Enrique Santos Discepolo,Enrique Santos Discepolo,ANGELIS,
1962-04-30,Alfredo DE ANGELIS,Desagredecida,Lalo Martel,VALS,?,?,ANGELIS,
1962-05-28,Alfredo DE ANGELIS,No tengo contra,,TANGO,Wenceslao Cinosi y Wellington Cinosi,,ANGELIS,
1962-10-25,Alfredo DE ANGELIS,El sonsonete,Lalo Martel,TANGO,Carlos Figari y Enrique Dumas,José Rótulo,ANGELIS,
1962-12-10,Alfredo DE ANGELIS,Si me esperaras a mí,Lalo Martel,TANGO,Don Filinto,Alfonso Casini,ANGELIS,
1962-12-27,Alfredo DE ANGELIS,Qué tenés que hablar de mi,Lalo Martel,TANGO,Leo Lipesker,Abel Aznar,ANGELIS,
1963-01-03,Alfredo DE ANGELIS,Sin aliento,,TANGO,Gigí De Angelis,,ANGELIS,
1963-01-03,Alfredo DE ANGELIS,Tropero soy,Juan Carlos Godoy y Lalo Martel,TANGO,Arturo Gallucci,Yaraví,ANGELIS,
1963-07-25,Alfredo DE ANGELIS,Carta para Renée,Roberto Mancini,TANGO,Manuel Sucher,Marvil,ANGELIS,
1963-07-25,Alfredo DE ANGELIS,Mi malacara y yo,Juan Carlos Godoy y Roberto Mancini,TANGO,Luis Stazo,Federico Silva,ANGELIS,
1963-08-30,Alfredo DE ANGELIS,Loco por ti,Juan Carlos Godoy y Roberto Mancini,VALS,Roberto Trippi y José Trippi,José Alvarez,ANGELIS,
1964-03-24,Alfredo DE ANGELIS,Como se muere de amor,Roberto Mancini,TANGO,Daniel Alvarez,Daniel Alvarez,ANGELIS,
1964-03-30,Alfredo DE ANGELIS,Isla de capri,Roberto Mancini,TANGO,Will Grosz,Angel Del Valle,ANGELIS,
1964-05-00,Alfredo DE ANGELIS,Calvario,Roberto Mancini,TANGO,?,?,ANGELIS,
1964-05-00,Alfredo DE ANGELIS,El amanecer,,TANGO,Roberto Firpo,,ANGELIS,
1964-05-00,Alfredo DE ANGELIS,Ilusión azul,Juan Carlos Godoy y Roberto Mancini,VALS,Arquímedes Arci,Arquímedes Arci,ANGELIS,
1964-05-00,Alfredo DE ANGELIS,La trampa,Roberto Mancini,TANGO,?,?,ANGELIS,
1964-05-00,Alfredo DE ANGELIS,Loca,Juan Carlos Godoy,TANGO,Manuel Jovés,Antonio Viergol,ANGELIS,
