"id","slug","title","description","channel_title","channel_id","video_count","imported","videos_id","user_id","created_at","updated_at"
141,"PLD65971A95BC2173E","Tango","Tango","Chic Bee","UCFNGcf8O7QyWhMBY5B4ce0Q","15",TRUE,,,"2021-01-25 22:07:13.986299","2021-01-25 22:38:59.476537"
142,"PL65399235B1EDEA09","My tango performance videos","Video of me performing tango with others at various occasion and festivals.","remanda xiang","UC3Ex-H6yf3fBo2B9sGu4CoQ","9",TRUE,,,"2021-01-25 22:07:13.996694","2021-01-25 22:39:01.282971"
143,"PLOHboB_Sac57KsFmJ788v1yMoumBK9wRR","Tango Performances","","Burmach Potoka","UC5p_VAW4222l_6xXbOXWUGA","90",TRUE,,,"2021-01-25 22:07:14.00984","2021-01-25 22:31:38.155808"
144,"PLgccwAxhl4nl_aoTkvTiczPQlYxPNXSB0","Great tango performance","","Jusleine Daniel, MSW,LCSW,LCADC","UCt_vOgr1hYcSQn7vDbIUxkg","16",TRUE,,,"2021-01-25 22:07:14.02554","2021-01-25 22:31:46.266554"
145,"PLiHyefYbUqyH44Y--WtY52mMM9EZ743Mi","Top Ten Tango Performances of 2013","Top ten couple performances from tango festivals around the world in 2013. I'm biased - my list is biased, but it's REALLY good dancing.","Scott Kugler","UCs8k9r_YrW7PP9js5pENccg","9",TRUE,,,"2021-01-25 22:07:14.035061","2021-01-25 22:39:02.472893"
146,"PLfKxF0u67qMN7zmSf5njS4BHkTzdbmIgU","TANGO PERFORMANCE","","pablo Carlos","UChGEa8n8Z9f35TvlgaoQnTQ","26",TRUE,,,"2021-01-25 22:07:14.043488","2021-01-25 22:31:47.945634"
147,"PLvIGYe9qfX12KR5BtJS7I6UwhdU2umsl-","Tango performance","","hyeyeon kwon","UCk1nFokGwpWb7tDrSIOK41w","13",TRUE,,,"2021-01-25 22:07:14.05143","2021-01-25 22:31:50.573937"
148,"PLssv3XrO4orbHq-M-7IUgnPjQYfX0RIn6","Tango performances","","Viktoras Tauta","UCjT_o9NjjrrikZseAMyCJig","51",TRUE,,,"2021-01-25 22:07:14.060409","2021-01-25 22:39:03.630444"
149,"PLAUKUstSRCJycPk9NmEbYoTbbEqFzbCtI","Maral & Mariano Argentine Tango performance","","Maral Mariano","UCrCTEMpREgW0crk7FCMinaw","11",TRUE,,,"2021-01-25 22:07:14.068571","2021-01-25 22:31:52.243105"
150,"PLO6A4uv1wsr85NgRtm3Ylg2oyOdMihPZC","Los Angeles Tango Performances","","Los Angeles Tango Academy","UCpL7YXiDAgC-ybC5lhqppDw","12",TRUE,,,"2021-01-25 22:07:14.075989","2021-01-25 22:39:09.600513"
151,"PL4EEDF4F2F07E0709","TANGO-PERFORMANCE","","Clary Ventura","UCDO5_Dhy2dY2JXvE1xkX6rw","183",TRUE,,,"2021-01-25 22:07:14.083162","2021-01-25 22:31:53.824467"
152,"PL3624F135E0E31A1D","Tango Performance","Tango and misc dance performances","amonly","UC7i84rY2FjpUDd51QchKAng","54",TRUE,,,"2021-01-25 22:07:14.096722","2021-01-25 22:39:11.459273"
153,"PLcrP2X-0hV59M-RgxXxA4KiLAA-W8myq7","Tango-Performance","","Dan Scheuch","UCqneycarSrbhM6Uw2rddWYw","10",TRUE,,,"2021-01-25 22:07:14.104275","2021-01-25 22:32:12.941377"
154,"PLPR9wCR9QdcwZxqOiWk5zSaPRIQqV022a","Tango performance","","suxstefano main","UCdXa12IqQtX0rrxTgxOamqw","9",TRUE,,,"2021-01-25 22:07:14.111356","2021-01-25 22:39:18.112297"
155,"PLFA3D31367F8A8A56","A Tango  Performance","","tinamariedancecoach","UC1mxsan_mnl9dKc5ul51Qgw","21",TRUE,,,"2021-01-25 22:07:14.119235","2021-01-25 22:32:14.318291"
156,"PL8F10EE9CE829978F","Tango performance","Rui y Inês dancing Tango","Rui Barroso","UCn2gxFz7YoO5QBaUcoXiyKQ","9",TRUE,,,"2021-01-25 22:07:14.126794","2021-01-25 22:32:17.099463"
157,"PLEhAAW2GzTd3Nbpp9RgPaFhTAMSOosOgU","Performance - Tango","","Xiaomin JIANG","UCRt4ZLS3KMPpZhkjXlxYwnQ","20",TRUE,,,"2021-01-25 22:07:14.139846","2021-01-25 22:39:19.664833"
158,"PL4DCA2DD7EEE71C98","Tango dance performance","Tango dance performance","Freek Verkerk","UCuUNCeUv7R-2z3xh8WYq7FA","139",TRUE,,,"2021-01-25 22:07:14.157319","2021-01-25 22:39:22.897837"
159,"PLA1A9630459CE03CC","Other people's tango performance video","videos i took of other people performing at various places/occasions.","remanda xiang","UC3Ex-H6yf3fBo2B9sGu4CoQ","9",TRUE,,,"2021-01-25 22:07:14.16603","2021-01-25 22:44:11.176731"
160,"PLaa7_DfKOWa92HEQEbfUGu3s709LPbZtr","video tango by Violrojo","","violrojo","UC1ltTRS0FksU81AuAAcqSmw","9",TRUE,,,"2021-01-25 22:07:14.17432","2021-01-25 22:37:03.858597"
161,"PLhxEgsISaNzgjiKyupiG6laokp4FHxKDu","Tango Performance","","Jake Miller","UCjc6W-69wu-_HYnUS7E_4Sw","7",TRUE,,,"2021-01-25 22:07:14.182194","2021-01-25 22:32:21.647204"
162,"PL6C425FB505F8DB15","Arg. Tango Performance","","Nico Muthui Kaburia","UCvslHfgupuyn7RWrxnkdoEQ","27",TRUE,,,"2021-01-25 22:07:14.191151","2021-01-25 22:37:05.132404"
163,"PLeyD1EtBq5zqtF87F1xucytfVEXV3aCBV","Agustin Tango Performance","","Angus Chu","UCwWm_x9EsAjPsu9b6xhtpMw","20",TRUE,,,"2021-01-25 22:07:14.202397","2021-01-25 22:43:40.008455"
164,"PLG89g6OvKeI7KXXSdvY6AcgzKRAjvhWR-","Tango Performance","","Rezgar Cadro","UCeRiC1mKCodNIugKeAagWXw","83",TRUE,,,"2021-01-25 22:07:14.210867","2021-01-25 22:37:09.741322"
165,"PL83B9F9760746A297","Leslie Musa Tango Milonga Performances","Leslie Musa Tango Milonga Performances Videos","M","UCADcpDLu7eK-eNn2rwlQcYQ","16",TRUE,,,"2021-01-25 22:07:14.220462","2021-01-25 22:43:41.927388"
166,"PLhVW5F4OGuwdertHa8nw3bdXM9t_WsRE2","Top Tracks - Carlos di Sarli","","Carlos di Sarli - Topic","UC84f-qMCD2OxFRLdfMbnUUA","500",TRUE,,,"2021-01-25 22:07:14.234165","2021-01-25 22:37:21.403473"
167,"PL_dEYOxd3SwVanQEWpWTrb5eoq3TdSBWL","Tango En Punta Performances 2014","","Isabelle Carbonell","UC_VUKr-X6PRtusRn4IpL12g","11",TRUE,,,"2021-01-25 22:07:14.245706","2021-01-25 22:43:43.177766"
168,"PL9E6EDDAA0D141C1B","tango","","Łukasz Wiewiórowski","UCiCvBWPAc-nIedT9gQrCuVw","13",TRUE,,,"2021-01-25 22:07:14.26806","2021-01-25 22:32:22.588911"
169,"PLndvLlNSMTU8vTn8t1ieijxGqNR_vvyS8","TANGO tecnica","","Massimiliano Spina","UC_SrslxivIDljqN-_3pYyYg","115",TRUE,,,"2021-01-25 22:07:14.275923","2021-01-25 22:43:44.627179"
170,"PL4aPOxDyK5lYNjUgL-dXD7p68kNO_XC1q","Tango my heart","","Kristin Schoenborn","UC_-x4uEsDG6LvJW3eEPHncQ","14",TRUE,,,"2021-01-25 22:07:14.289626","2021-01-25 22:32:24.557985"
171,"PLEF5654B7D34A271B","Tango","","Jenni Dance","UCQgpqhePqwFk5vVWzBpQpKw","18",TRUE,,,"2021-01-25 22:07:14.298644","2021-01-25 22:32:26.317737"
172,"PLE7263A7F25380F97","Same Sex tango","","Magic Tango","UC0a9H-jML2gI4QKlhripTnA","14",TRUE,,,"2021-01-25 22:07:14.31351","2021-01-25 22:43:59.104997"
173,"PLEEA7CD83327F6B97","Tango","tango","Igor Tsymbalistyi","UC-5GxzH-SW_RixEQlZwu3mQ","11",TRUE,,,"2021-01-25 22:07:14.336406","2021-01-25 22:32:28.224196"
174,"PLD3D49687E6D0983D","tango videos","tango videos","russianAlexei","UCALsEKjhBqx4it424J2Aqgw","36",TRUE,,,"2021-01-25 22:07:14.34454","2021-01-25 22:38:13.182392"
175,"PLvLXHpM_deOJ2ht42YWp10-iieMaRT3V_","Tango dance","","Greg Downey","UCwTniJInJ_KLgubL2UlFK1A","28",TRUE,,,"2021-01-25 22:07:14.35681","2021-01-25 22:44:00.626038"
176,"PLoxxZQlwj0VQKjNyDgsmj7zs2UIk-6RHp","Tango","","Lisa Reed","UC76G9tmYcp4DsmPmFfUn8EA","23",TRUE,,,"2021-01-25 22:07:14.363927","2021-01-25 22:32:29.355152"
177,"PLa-Sb6SZ4lcduV89bYgPslrOp4TAY_Mim","Tango","","Alon K","UCa8kdOAgjxcISOJBHLdERZA","6",TRUE,,,"2021-01-25 22:07:14.371144","2021-01-25 22:44:03.452502"
178,"PLgoTAn4hq0dhSOYekwwDwAS40oWRUKOpM","Top Performances","","James Kang","UCIfe6t9bivOF5_2eT6TsVQA","8",TRUE,,,"2021-01-26 10:10:50.09793","2021-01-29 08:58:28.266838"
179,"PLgoTAn4hq0djQ400Rd-YcqNDj2sLQ5M8Y","Tango Drills","","James Kang","UCIfe6t9bivOF5_2eT6TsVQA","18",TRUE,,,"2021-01-26 10:11:07.641235","2021-01-29 08:58:29.37976"
180,"PLgoTAn4hq0dgis4yb0MpN8yIz_oM_gNDr","Sebastian Roxana","","James Kang","UCIfe6t9bivOF5_2eT6TsVQA","37",TRUE,,,"2021-01-26 10:11:24.850358","2021-01-29 08:58:31.986097"
181,"PLWLwP20DgUvsV5Oei85c0feBxOJsyZZ6M","Tango Shows","","Maria S","UCf4pMHKo2jfMx2Nt1HsGNVg","109",TRUE,,,"2021-01-27 14:51:41.247929","2021-01-29 08:58:36.764081"
182,"PLWLwP20DgUvsvkKPC3J3fm0-23HPRkROQ","Tango_MS_lessons","","Maria S","UCf4pMHKo2jfMx2Nt1HsGNVg","27",TRUE,,,"2021-01-27 14:53:14.043792","2021-01-29 08:58:51.057492"
183,"PL1874A56EA746C6A0","Geraldine & Javier","Geraldine Rojas y Javier Rodriguez","Michael Lavocah","UCUO8BxvqEvmo0UvOnsi4tjQ","4",TRUE,,,"2021-01-28 00:01:58.755887","2021-01-29 08:58:20.067455"
184,"PL6E469FE9D91D68A9","Tango","performances of Argentine tango","Michael Lavocah","UCUO8BxvqEvmo0UvOnsi4tjQ","31",TRUE,,,"2021-01-28 00:02:13.646152","2021-01-29 08:58:22.315731"
185,"PL244147FACF184419","canyengue","tango canyengue","Michael Lavocah","UCUO8BxvqEvmo0UvOnsi4tjQ","13",TRUE,,,"2021-01-28 00:02:32.752248","2021-01-29 08:58:26.503436"
186,"PLdzN23-Tjtyau79w5nt6B31nt6BYiCnSe","Pugliese","","Michael Lavocah","UCUO8BxvqEvmo0UvOnsi4tjQ","7",TRUE,,,"2021-01-28 00:03:33.487452","2021-01-29 08:58:20.700307"
187,"PL7C2E1583CAC14404","Pepito","Pepito Avellaneda and his partner Suzuki","Michael Lavocah","UCUO8BxvqEvmo0UvOnsi4tjQ","6",TRUE,,,"2021-01-28 00:04:03.17684","2021-01-29 08:58:21.451194"
188,"PL31UdLLQVD5yHaHeudUtIkGDYxVW6D0e9","Favorite tango performances","Argentine tango performances I particularly enjoy, or at least did at the time of discovery.","Leo Landa Tango","UCROYBQVri6FTWr9OtugJFgg","63",TRUE,,,"2021-02-03 20:45:08.818931","2021-02-04 09:22:27.556019"
189,"PLlTfzaBxJ4ffQey3oNbOd0WvFmqXSxn1r","Favourite Tango Performances","","Dilara Öğretmen","UCVUntQwc0EnXtzkzFmNWtug","17",TRUE,,,"2021-02-15 17:14:06.549638","2021-02-15 17:16:27.622906"
