Genre,Title,Artist
Tango,Sin rumbo,"Canaro, Francisco"
Tango,Sinfonia de arrabal,"Canaro, Francisco"
Tango,Sobre el pucho,Francisco Canaro
Tango,Soledad,Francisco Canaro
Tango,Solita,Francisco Canaro
Tango,Solo una novia,Francisco Canaro
Tango,Sombras,Francisco Canaro
Tango,Sombras nada mas,Francisco Canaro
Tango,Sortilegio,Francisco Canaro
Tango,Sos bueno vos tambien,Francisco Canaro
Tango,Soy cantor,Francisco Canaro
Milonga,Soy un porteño,Francisco Canaro
Tango,Stud el pueblo,Francisco Canaro
Tango,Su carta no llego,Francisco Canaro
Vals,A su memoria,Francisco Canaro
Tango,Sube y baja,Francisco Canaro
Vals,Sueño de juventud,Francisco Canaro
Vals,Sueño de muñeca,"Canaro, Francisco"
Vals,Sueño fue,"Canaro, Francisco"
Vals,Sueño tus besos,"Canaro, Francisco"
Tango,Suerte loca,"Canaro, Francisco"
Tango,Sufro,"Canaro, Francisco"
Vals,Suplicas,Francisco Canaro
Tango,Suplicio,Francisco Canaro
Tango,Suprema,Francisco Canaro
Tango,Sus ojos se cerraron,Francisco Canaro
Tango,Taconeando,Francisco Canaro
Tango,Tan solo tu,Francisco Canaro
Tango,Tango amigo,Francisco Canaro
Tango,Tango brujo,Francisco Canaro
Tango,Tango lindo,Francisco Canaro
Tango,Tango milonguero,Francisco Canaro
Tango,Te amo y seras mia,Francisco Canaro
Tango,Te espero en Rodriguez Peña,Francisco Canaro
Tango,Te he visto llorar,Francisco Canaro
Tango,Te llego tu San Martin,Francisco Canaro
Tango,Te odio,Francisco Canaro
Tango,Te quiero,"Canaro, Francisco"
Tango,Te quiero todavia,"Canaro, Francisco"
Tango,Tedio,"Canaro, Francisco"
Tango,Telarañas,"Canaro, Francisco"
Tango,Tengo miedo,"Canaro, Francisco"
Vals,Tengo mil novias,Francisco Canaro
Vals,Teresita,Francisco Canaro
Vals,Ti-pi-tin,Francisco Canaro
Tango,Tiempo perdido,Francisco Canaro
Vals,Tierra de mis ensueños,Francisco Canaro
Tango,Tierra mia,Francisco Canaro
Tango,Tierrita,Francisco Canaro
Tango,Tina,Francisco Canaro
Tango,Tipo loco,Francisco Canaro
Tango,Tira las llaves,Francisco Canaro
Tango,Tita,Francisco Canaro
Tango,Titiriteros,Francisco Canaro
Tango,Toda mi vida,Francisco Canaro
Tango,Todo corazon,Francisco Canaro
Tango,Todo es cuestion de suerte,Francisco Canaro
Tango,Todo te nombra,"Canaro, Francisco"
Tango,Toma estas monedas,"Canaro, Francisco"
Tango,Tomasito,"Canaro, Francisco"
Tango,Tomo y obligo,"Canaro, Francisco"
Tango,Tormenta,"Canaro, Francisco"
Vals,Tormenta en el alma,Francisco Canaro
Tango,Tormento,Francisco Canaro
Tango,Torrente,Francisco Canaro
Vals,Tra-la-la,Francisco Canaro
Tango,Tradicion,Francisco Canaro
Tango,Trago amargo,Francisco Canaro
Tango,Tranquilo viejo tranquilo,Francisco Canaro
Tango,Tras carton,Francisco Canaro
Tango,Travesia,Francisco Canaro
Tango,Trenzas,Francisco Canaro
Tango,Tres amigos,Francisco Canaro
Tango,Tres esperanzas,Francisco Canaro
Vals,Tres jolie,Francisco Canaro
Tango,Tres palabras,Francisco Canaro
Vals,Tres recuerdos,Francisco Canaro
Tango,Tristeza marina,"Canaro, Francisco"
Tango,Tu bondad,"Canaro, Francisco"
Tango,Tu el cielo y tu,"Canaro, Francisco"
Vals,Tu palida voz,"Canaro, Francisco"
Vals,Tu y yo,"Canaro, Francisco"
Tango,Tus besos fueron mios,Francisco Canaro
Vals,Tus fragancias,Francisco Canaro
Tango,Un amor,Francisco Canaro
Vals,Un jardin de ilusion,Francisco Canaro
Tango,Un metejon,Francisco Canaro
Tango,Un tropezon,Francisco Canaro
Tango,Una cancion,Francisco Canaro
Tango,Una carta,Francisco Canaro
Tango,Una limosnita,Francisco Canaro
Vals,Una locura de amor,Francisco Canaro
Tango,Una noche en la milonga,Francisco Canaro
Tango,Una noche en Paris,Francisco Canaro
Tango,Una pagina,Francisco Canaro
Tango,Una vida,Francisco Canaro
Tango,Uno,Francisco Canaro
Tango,Ushuaia,"Canaro, Francisco"
Tango,Va a cantar un ruiseñor,"Canaro, Francisco"
Vals,Vals de amor,"Canaro, Francisco"
Vals,Vals triste,"Canaro, Francisco"
Vals,Valsecito amigo,"Canaro, Francisco"
Tango,Vamos corazon,Francisco Canaro
Tango,Vanidad,Francisco Canaro
Tango,Varoncito,Francisco Canaro
Tango,Vas muerto con el disfraz,Francisco Canaro
Tango,Vecinita fue por vos,Francisco Canaro
Tango,Veinte años,Francisco Canaro
Tango,Veinticinco de Mayo,Francisco Canaro
Tango,Venganza,Francisco Canaro
Tango,Ventanita florida,Francisco Canaro
Tango,Ventarron,Francisco Canaro
Vals,Viaje de bodas,Francisco Canaro
Tango,Viaje largo,Francisco Canaro
Vals,Vibraciones del alma,Francisco Canaro
Tango,Victoria,Francisco Canaro
Tango,Vieja amiga,Francisco Canaro
Tango,Vieja carreta,"Canaro, Francisco"
Tango,Viejas alegrias,"Canaro, Francisco"
Tango,Viejita mia,"Canaro, Francisco"
Tango,Viejo callejon,"Canaro, Francisco"
Tango,Viejo ciego,"Canaro, Francisco"
Tango,Viejo rincon,Francisco Canaro
Tango,Viejos tiempos,Francisco Canaro
Milonga,Vinacho y vinagrillo,Francisco Canaro
Tango,Vine a verte,Francisco Canaro
Vals,Violetas,Francisco Canaro
Vals,Vivire con tu recuerdo,Francisco Canaro
Tango,Volver,Francisco Canaro
Vals,Volvio la princesita,Francisco Canaro
Tango,Volvio una noche,Francisco Canaro
Tango,Vos tambien tenes tu historia,Francisco Canaro
Tango,Vos tambien vas a sonar,Francisco Canaro
Tango,Vuelve arrepentida,Francisco Canaro
Tango,Y no puede ser,Francisco Canaro
Tango,Y se fue la vieja,Francisco Canaro
Tango,Y siempre la misma historia,Francisco Canaro
Tango,Ya es tarde,"Canaro, Francisco"
Tango,Ya estamos iguales,"Canaro, Francisco"
Tango,Ya no cantas chingolo,"Canaro, Francisco"
Tango,Ya no cantas mas,"Canaro, Francisco"
Tango,Ya perdiste el corazon,"Canaro, Francisco"
Tango,Ya vendran tiempos mejores,Francisco Canaro
Vals,Ya viene el invierno,Francisco Canaro
Tango,Yira yira,Francisco Canaro
Milonga,Yo me llamo Juan Te Quiero,Francisco Canaro
Tango,Yo me quiero disfrazar,Francisco Canaro
Tango,Yo naci para querer,Francisco Canaro
Tango,Yo no se porque te quiero,Francisco Canaro
Vals,Yo no se que me han hecho tus ojos,Francisco Canaro
Tango,Yo quiero que sepas,Francisco Canaro
Vals,Yo quiero que tu sepas,Francisco Canaro
Tango,Yo seré como tu quieras,Francisco Canaro
Tango,Yo solo se,Francisco Canaro
Tango,Yo tambien como tu,Francisco Canaro
Tango,Yo tambien era dichoso,Francisco Canaro
Tango,Yo tambien fui pibe,Francisco Canaro
Tango,Yo tambien soñe,"Canaro, Francisco"
Tango,Yo te adoro bandoneon,"Canaro, Francisco"
Tango,Yo te bendigo,"Canaro, Francisco"
Tango,Yo tuve un cariño,"Canaro, Francisco"
Tango,Zaraza,"Canaro, Francisco"
Tango,Zorro gris,Francisco Canaro
Tango,Alma,Adolfo Carabelli
Tango,Campanitas del suburbio,Adolfo Carabelli
Tango,Cantando,Adolfo Carabelli
Vals,Clyde,Adolfo Carabelli
Vals,Contigo siempre,Adolfo Carabelli
Vals,Cuando miran tus ojos,Adolfo Carabelli
Tango,Cuatro palabras,Adolfo Carabelli
Tango,Desconfianza,Adolfo Carabelli
Vals,El aeroplano,Adolfo Carabelli
Tango,El caburé,Adolfo Carabelli
Tango,El mundo sigue al reves,Adolfo Carabelli
Tango,El pensamiento,Adolfo Carabelli
Tango,El trece,Adolfo Carabelli
Tango,Inspiración,Adolfo Carabelli
Vals,Jamás podré olvidarte,Adolfo Carabelli
Tango,La guiñada,Adolfo Carabelli
Tango,Loco,Adolfo Carabelli
Tango,Manón,Adolfo Carabelli
Tango,Mar adentro,Adolfo Carabelli
Tango,Mentira,Adolfo Carabelli
Tango,Mi evocación,Adolfo Carabelli
Tango,Mi refugio,Adolfo Carabelli
Tango,Mía,Adolfo Carabelli
Milonga,Milonga sentimental,Adolfo Carabelli
Vals,Ñatita,Adolfo Carabelli
Vals,No le quiero mirar,Adolfo Carabelli
Tango,Olvidao,Adolfo Carabelli
Tango,Pa' que lagrimear,Adolfo Carabelli
Tango,Por dónde andará,Adolfo Carabelli
Tango,Por qué?,Adolfo Carabelli
Tango,Rodríguez Peña,Adolfo Carabelli
Tango,Romance,Adolfo Carabelli
Tango,Tango del querer,Adolfo Carabelli
Tango,Tómala con soda,Adolfo Carabelli
Tango,Volvé,Adolfo Carabelli
Tango,Adios pampa mia,Alberto Castillo
Tango,Alma de bohemio,Alberto Castillo
Tango,Así se baila el Tango,Alberto Castillo
Tango,Buzon,Alberto Castillo
Tango,Che Bartolo,Alberto Castillo
Vals,Cien barrios porteños,Alberto Castillo
Tango,Con Permiso soy el Tango,Alberto Castillo
Tango,Cucusita,Alberto Castillo
Milonga,Declaracio De Amor,Alberto Castillo
Tango,Dónde estás corazón,Alberto Castillo
Milonga,El cachivachero,Alberto Castillo
Vals,El huerfano,Alberto Castillo
Tango,El Tango es el Tango,Alberto Castillo
Vals,Esta chicas se quieren casar,Alberto Castillo
Tango,Fangio,Alberto Castillo
Milonga,Flor de Fango,Alberto Castillo
Tango,Garufa,Alberto Castillo
Vals,Ha pasado,Alberto Castillo
Tango,Ladrillo,Alberto Castillo
Tango,Mano Blanca,Alberto Castillo
Tango,Menta y Cedron,Alberto Castillo
Tango,Mi cine de barrio,Alberto Castillo
Tango,Mi Piba,Alberto Castillo
Tango,Moneda de Cobre,Alberto Castillo
Tango,Muñeca brava,Alberto Castillo
Vals,Por Pecadeto,Alberto Castillo
Tango,Quien Golpea,Alberto Castillo
Vals,Recuerdos,Alberto Castillo
Tango,Sos un artista,Alberto Castillo
Vals,Todos queremos más,Alberto Castillo
Tango,Tomo y Obligo,Alberto Castillo
Tango,Un tropezón,Alberto Castillo
Vals,Violetas,Alberto Castillo
Tango,Volver,Alberto Castillo
Tango,Yo llevo el Tango en el alma,Alberto Castillo
Tango,Adios muchachos,Charlo
Vals,Amores de estudiante,Charlo
Tango,Ave de paso,Charlo
Tango,Cobardia,Charlo
Tango,Con el alma ciega,Charlo
Tango,Confesíon,Charlo
Tango,Confesión,Charlo
Tango,Don juan [El taita del barrio],Charlo
Tango,El choclo,Charlo
Tango,El lloron,Charlo
Vals,El viejo vals,Charlo
Tango,Esta noche me emborracho,Charlo
Tango,Flor de fango,Charlo
Tango,Gricel,Charlo
Tango,Las cuarenta,Charlo
Tango,Mano a mano,Charlo
Tango,Melodía de arrabal,Charlo
Tango,Mi noche triste,Charlo
Milonga,Milonga de mis amores,Charlo
Milonga,Milonga sentimental,Charlo
Milonga,No hay tierra como la mía,Charlo
Tango,Nostalgias,Charlo
Tango,Rencor,Charlo
Tango,Rondando tu esquina,Charlo
Tango,Si soy asi,Charlo
Tango,Sin lagrimas,Charlo
Tango,Sus ojos se cerraron,Charlo
Tango,Tango en Colombia,Charlo
Vals,Tu palida voz,Charlo
Tango,Un sueño y nada mas,Charlo
Tango,Viejas alegrias,Charlo
Tango,Volver,Charlo
Tango,Ya no importa,Charlo
Tango,Yira yira,Charlo
Tango,Adios muchachos,Juan Carlos Cobián
Tango,Admiración,Juan Carlos Cobián
Tango,Adoración,Juan Carlos Cobián
Tango,Alma de mujer,Juan Carlos Cobián
Tango,Añoranza campera,Juan Carlos Cobián
Tango,Batí que sí,Juan Carlos Cobián
Tango,Besos brujos,Juan Carlos Cobián
Tango,Cacique,Juan Carlos Cobián
Tango,Campo ajeno,Juan Carlos Cobián
Tango,Cantos rodados,Juan Carlos Cobián
Tango,Carita de angel,Juan Carlos Cobián
Tango,Charlatan,Juan Carlos Cobián
Tango,Che papusa oí,Juan Carlos Cobián
Tango,Cholita,Juan Carlos Cobián
Tango,El motivo,Juan Carlos Cobián
Tango,El pirata,Juan Carlos Cobián
Tango,El unico lunar,Juan Carlos Cobián
Tango,Floreal,Juan Carlos Cobián
Tango,Gato,Juan Carlos Cobián
Tango,Gaucho lindo,Juan Carlos Cobián
Tango,La confesión,Juan Carlos Cobián
Tango,La machona,Juan Carlos Cobián
Tango,La prisionera,Juan Carlos Cobián
Tango,La tipa,Juan Carlos Cobián
Tango,La tirana,Juan Carlos Cobián
Tango,Locura,Juan Carlos Cobián
Tango,Mal camino,Juan Carlos Cobián
Tango,Marion,Juan Carlos Cobián
Tango,Mujer,Juan Carlos Cobián
Tango,Mujer de fuego,Juan Carlos Cobián
Tango,No hay barrio como mi barrio,Juan Carlos Cobián
Tango,No me olvides,Juan Carlos Cobián
Tango,Olvidando,Juan Carlos Cobián
Tango,Pinta brava,Juan Carlos Cobián
Tango,Plata vieja,Juan Carlos Cobián
Tango,Polola,Juan Carlos Cobián
Tango,Qué juez aquél,Juan Carlos Cobián
Tango,Recostao en un farol,Juan Carlos Cobián
Milonga,Rosa carmín,Juan Carlos Cobián
Tango,Rubí,Juan Carlos Cobián
Tango,Sea breve,Juan Carlos Cobián
Tango,Tapete verde,Juan Carlos Cobián
Tango,Una droga,Juan Carlos Cobián
Tango,Uvita,Juan Carlos Cobián
Tango,Viaje al norte,Juan Carlos Cobián
Tango,Virginia,Juan Carlos Cobián
Vals,Visiones de la pampa,Juan Carlos Cobián
Milonga,Flor de milonga,Rogelio Coll
Tango,Via crucis,Rogelio Coll
Tango,Adios nonino,Color Tango
Milonga,Bordoneo y novecientos,Color Tango
Tango,Buen amigo,Color Tango
Tango,Camandulaje,Color Tango
Tango,Chacabuqueando,Color Tango
Milonga,Contrapunto,Color Tango
Tango,Danzarin,Color Tango
Milonga,Dominguera,Color Tango
Tango,Don Goyo,Color Tango
Tango,El abrojito,Color Tango
Tango,El andariego,Color Tango
Tango,El barrio tanguero,Color Tango
Tango,El monito,Color Tango
Tango,El pañuelito,Color Tango
Tango,El picaflor,Color Tango
Tango,Emancipacion,Color Tango
Tango,A Evaristo Carriego,Color Tango
Tango,Festejando,Color Tango
Tango,Gallo ciego,Color Tango
Vals,Ilusion de mi vida,Color Tango
Tango,La bordona,Color Tango
Tango,La cachila,Color Tango
Milonga,La luciernaga,Color Tango
Tango,La mariposa,Color Tango
Tango,La payanca,Color Tango
Tango,La yumba,Color Tango
Tango,Locura tanguera,Color Tango
Tango,A los trios milongueros,Color Tango
Tango,Mala junta,Color Tango
Tango,Malandraca,Color Tango
Tango,Malena,Color Tango
Tango,Meridional,Color Tango
Milonga,Milonga de mis amores,Color Tango
Milonga,Milonga triste,Color Tango
Milonga,Morena,Color Tango
Tango,Negracha,Color Tango
Tango,Nochero soy,Color Tango
Tango,Noches de luna,Color Tango
Tango,Nostalgico,Color Tango
Tango,Pata ancha,Color Tango
Tango,Pavadita,Color Tango
Tango,Pilo,Color Tango
Vals,Quiero huir de mi,Color Tango
Tango,Recuerdo,Color Tango
Tango,Sentimiento gaucho,Color Tango
Tango,Si Fa Re,Color Tango
Tango,Solfeando,Color Tango
Tango,Sueño querido,Color Tango
Milonga,Tremolina,Color Tango
Milonga,Troileana,Color Tango
Tango,Zum,Color Tango
Tango,"Dónde estás, corazón?",Ángel F. Condercuri
Vals,Estas chicas se quieren casar,Ángel F. Condercuri
Vals,Ha pasado,Ángel F. Condercuri
Tango,Muñeca brava,Ángel F. Condercuri
Tango,Un tropezón,Ángel F. Condercuri
Tango,Que tenes que hablar de mi,Luis Correa
Tango,Si me esperaras a mi,Luis Correa
Tango,Marion,Patricio Noe Crom
Milonga,Milonga del Don,Patricio Noe Crom
Tango,Adiós Arolas,Ángel D'Agostino
Tango,Adiós arrabal,Ángel D'Agostino
Tango,Adiós Para Siempre,Ángel D'Agostino
Tango,Agua florida,Ángel D'Agostino
Tango,Ahora no me conocés,Ángel D'Agostino
Tango,Al volverte a ver,Ángel D'Agostino
Tango,Alma de bohemio,Ángel D'Agostino
Tango,Angel Vargas el ruiseñor,Ángel D'Agostino
Tango,Así era el tango,Ángel D'Agostino
Milonga,Así me gusta a mí,Ángel D'Agostino
Tango,Ave de paso,Ángel D'Agostino
Tango,Bailarín compadrito,Ángel D'Agostino
Tango,Bailarín de contraseña,Ángel D'Agostino
Tango,Barrio de tango,Ángel D'Agostino
Tango,Café de Barracas,Ángel D'Agostino
Tango,Camino del Tucumán,Ángel D'Agostino
Tango,Cantando olvidaré,Ángel D'Agostino
Tango,Caricias,Ángel D'Agostino
Tango,Carnaval de mi barrio,Ángel D'Agostino
Tango,Cascabelito,Ángel D'Agostino
Tango,Como el hornero,Ángel D'Agostino
Tango,Cómo querés que te quiera,Ángel D'Agostino
Tango,Con sabor a tango,Ángel D'Agostino
Tango,Corazón cobarde,Ángel D'Agostino
Tango,Cuando se ha querido mucho,Ángel D'Agostino
Tango,De corte criollo,Ángel D'Agostino
Tango,De igual a igual,Ángel D'Agostino
Tango,De pura cepa,Ángel D'Agostino
Tango,De salto y carta,Ángel D'Agostino
Tango,Demasiado tarde,Ángel D'Agostino
Tango,Destellos,Ángel D'Agostino
Tango,Dice un refrán,Ángel D'Agostino
Tango,El cardo azul,Ángel D'Agostino
Tango,El cocherito,Ángel D'Agostino
Tango,El cornetín del tranvía,Ángel D'Agostino
Tango,El cuarteador,Ángel D'Agostino
Vals,El espejo de tus ojos,Ángel D'Agostino
Milonga,El Morocho y el Oriental,Ángel D'Agostino
Tango,El poncho del olvido,Ángel D'Agostino
Milonga,El Porteñito,Ángel D'Agostino
Tango,El trece,Ángel D'Agostino
Tango,El trompito,Ángel D'Agostino
Tango,El Yacaré,Ángel D'Agostino
Vals,Ella,Ángel D'Agostino
Milonga,En lo de Laura,Ángel D'Agostino
Milonga,Entre copa y copa,Ángel D'Agostino
Vals,Esquinas porteñas,Ángel D'Agostino
Tango,Esta noche en Buenos Aires,Ángel D'Agostino
Tango,Gil a rayas,Ángel D'Agostino
Tango,Gorriones,Ángel D'Agostino
Tango,Gran Hotel Victoria,Ángel D'Agostino
Tango,Gran muñeca,Ángel D'Agostino
Tango,Guitarra que llora,Ángel D'Agostino
Tango,Hay que vivirla compadre,Ángel D'Agostino
,,
Tango,La barranca,Ángel D'Agostino
Tango,La carreta,Ángel D'Agostino
Tango,La chiflada,Ángel D'Agostino
Tango,La cumparsita,Ángel D'Agostino
Tango,La nueva vecina,Ángel D'Agostino
Tango,La sonámbula,Ángel D'Agostino
Tango,La última cita,Ángel D'Agostino
Tango,La violetera,Ángel D'Agostino
Tango,A las siete en el café,Ángel D'Agostino
Tango,Llora vida mía,Ángel D'Agostino
Tango,Madre Hay Una Sola,Ángel D'Agostino
Tango,Madreselva,Ángel D'Agostino
Tango,Manoblanca,Ángel D'Agostino
Tango,Me llaman tango,Ángel D'Agostino
Tango,Menta y cedrón,Ángel D'Agostino
Tango,Mentira,Ángel D'Agostino
Tango,Mi chiquita,Ángel D'Agostino
Tango,Mi distinguida pebeta,Ángel D'Agostino
Tango,Mi viejo barrio,Ángel D'Agostino
Tango,Mi viejo Buenos Aires,Ángel D'Agostino
Tango,Muchacho,Ángel D'Agostino
Tango,Muñequita,Ángel D'Agostino
Tango,Ninguna,Ángel D'Agostino
Tango,No aflojés,Ángel D'Agostino
Tango,No creas,Ángel D'Agostino
Tango,No vendrá,Ángel D'Agostino
Tango,Notas de bandoneón,Ángel D'Agostino
Tango,Noviecita mía,Ángel D'Agostino
Tango,Oiga mozo,Ángel D'Agostino
Tango,Palais de Glace,Ángel D'Agostino
Tango,A pan y agua,Ángel D'Agostino
Tango,Pero yo sé,Ángel D'Agostino
Tango,Pinta blanca,Ángel D'Agostino
Tango,Pobre gallo bataraz,Ángel D'Agostino
Tango,Polvorín,Ángel D'Agostino
Milonga,Porque me siento feliz,Ángel D'Agostino
Tango,Qué lento corre el tren,Ángel D'Agostino
Vals,Qué me pasará,Ángel D'Agostino
Tango,A quién le puede importar?,Ángel D'Agostino
Tango,Quién tuviera dieciocho años,Ángel D'Agostino
Tango,Racing Club,Ángel D'Agostino
Tango,Ronda de tango,Ángel D'Agostino
Tango,Rondando tu esquina,Ángel D'Agostino
Tango,Rosita la santiagueña,Ángel D'Agostino
Milonga,Señores yo soy del centro,Ángel D'Agostino
Tango,Serpentinas de esperanza,Ángel D'Agostino
Tango,Sólo compasión,Ángel D'Agostino
Tango,Su carta no llegó,Ángel D'Agostino
Milonga,Tiento crudo,Ángel D'Agostino
Tango,Todo terminó,Ángel D'Agostino
Tango,Tomo y obligo,Ángel D'Agostino
Tango,Traiga otra caña,Ángel D'Agostino
Tango,Trasnochando,Ángel D'Agostino
Tango,Tres esquinas,Ángel D'Agostino
Vals,Tristeza criolla,Ángel D'Agostino
Tango,Un copetín,Ángel D'Agostino
Tango,Un lamento,Ángel D'Agostino
Tango,Un tango argentino,Ángel D'Agostino
Tango,Un tropezón,Ángel D'Agostino
Tango,Una pena,Ángel D'Agostino
Tango,Viejo coche,Ángel D'Agostino
Tango,Y te dejé partir,Ángel D'Agostino
Tango,Yo soy de Parque Patricios,Ángel D'Agostino
Tango,Yo te canto Buenos Aires,Ángel D'Agostino
Vals,Yo tengo una novia,Ángel D'Agostino
Tango,Carnaval de mi barrio,Edelmiro D'Amario
Tango,Cascabelito,Edelmiro D'Amario
Tango,Cicatrices,Edelmiro D'Amario
Tango,Cuartito azul,Edelmiro D'Amario
Tango,El choclo,Edelmiro D'Amario
Tango,En la milonga,Edelmiro D'Amario
Milonga,La fulana,Edelmiro D'Amario
Tango,Langosta,Edelmiro D'Amario
Tango,Mi dolor,Edelmiro D'Amario
Tango,Mocito guapo,Edelmiro D'Amario
Tango,Morenita mía,Edelmiro D'Amario
Tango,Nunca más,Edelmiro D'Amario
Tango,Piedad,Edelmiro D'Amario
Vals,Rejas y glicinas,Edelmiro D'Amario
Tango,Shusheta | El aristocrata,Edelmiro D'Amario
Tango,Te estaba esperando,Edelmiro D'Amario
Tango,Ventanita florida,Edelmiro D'Amario
Milonga,Zapatitos de raso,Edelmiro D'Amario
Tango,Aclaremos,Juan D'Arienzo
Tango,Acordate lo que fuiste,Juan D'Arienzo
Tango,Adiós Arolas,Juan D'Arienzo
Tango,Adiós Bardi,Juan D'Arienzo
Tango,Adiós chantecler,Juan D'Arienzo
Tango,Adiós coco,Juan D'Arienzo
Tango,Adiós corazón,Juan D'Arienzo
Tango,Adiós Pampa mía,Juan D'Arienzo
Vals,Adiós querida,Juan D'Arienzo
Tango,Aguilucho,Juan D'Arienzo
Tango,Ahí está,Juan D'Arienzo
Tango,Ahí va el dulce,Juan D'Arienzo
Tango,Al gran maestro D'Arienzo,Juan D'Arienzo
Vals,Alma dolorida,Juan D'Arienzo
Tango,Almanaque de ilusión,Juan D'Arienzo
Tango,"Amar, para que?",Juan D'Arienzo
Tango,Amarga sospecha,Juan D'Arienzo
Tango,Amarras,Juan D'Arienzo
Tango,Amarroto,Juan D'Arienzo
Tango,Amigazo,Juan D'Arienzo
Tango,Amigo bandoneón,Juan D'Arienzo
Milonga,Amor de fortinera,Juan D'Arienzo
Tango,Amor de verano,Juan D'Arienzo
Vals,Amor Pagano,Juan D'Arienzo
Vals,Amor y celo,Juan D'Arienzo
Milonga,Ana María,Juan D'Arienzo
Tango,Andanzas,Juan D'Arienzo
Tango,Andate con tu mamá,Juan D'Arienzo
Tango,Andate por Dios,Juan D'Arienzo
Tango,Ansiedad,Juan D'Arienzo
Tango,Aparcero,Juan D'Arienzo
Tango,Apasionadamente,Juan D'Arienzo
Tango,Aquel abril,Juan D'Arienzo
Tango,Aquel muchacho de la orquesta,Juan D'Arienzo
Tango,Aquí he venido a cantar,Juan D'Arienzo
Tango,Argañaráz,Juan D'Arienzo
Tango,Arlette,Juan D'Arienzo
Tango,Armenonville,Juan D'Arienzo
Tango,Arrorro Nené,Juan D'Arienzo
Tango,As de bastos,Juan D'Arienzo
Tango,Ataniche,Juan D'Arienzo
Vals,Aunque vivas en el cielo,Juan D'Arienzo
Tango,Ave de Paso,Juan D'Arienzo
Tango,Avivate pipistrelo,Juan D'Arienzo
Vals,Ay Aurora,Juan D'Arienzo
Tango,Ay mimosa,Juan D'Arienzo
Tango,Azul y oro,Juan D'Arienzo
Tango,"Azul, siempre azul",Juan D'Arienzo
Tango,Bailarín compadrito,Juan D'Arienzo
Tango,"Bailate un tango, Ricardo",Juan D'Arienzo
Milonga,Baldosa floja,Juan D'Arienzo
Milonga,Bandera Baja,Juan D'Arienzo
Tango,Bar Exposición,Juan D'Arienzo
Tango,Barajando,Juan D'Arienzo
Milonga,Barracas al sud,Juan D'Arienzo
Tango,Barrio Belgrano,Juan D'Arienzo
Tango,Barrio de guapos,Juan D'Arienzo
Tango,Barrio reo,Juan D'Arienzo
Tango,Benguria,Juan D'Arienzo
Tango,Bien jaileife,Juan D'Arienzo
Milonga,Bien porteña,Juan D'Arienzo
Tango,Bien pulenta,Juan D'Arienzo
Milonga,Bolada de aficionado,Juan D'Arienzo
Vals,Bonanza,Juan D'Arienzo
Tango,"Buenas noches, mi amor",Juan D'Arienzo
Tango,"Bueno, derecho y varón",Juan D'Arienzo
Vals,Buenos Aires de mi amor,Juan D'Arienzo
Tango,Buscate un amorcito,Juan D'Arienzo
Tango,C.T.V.,Juan D'Arienzo
Vals,Cabeza de novia,Juan D'Arienzo
Tango,Cachadora,Juan D'Arienzo
Tango,Cada vez te extraño más,Juan D'Arienzo
Milonga,Cajita de música,Juan D'Arienzo
Milonga,Calandria pampa,Juan D'Arienzo
Vals,Calandria triste,Juan D'Arienzo
Tango,Calla,Juan D'Arienzo
Tango,Calla bandoneón,Juan D'Arienzo
Tango,Callejas solo,Juan D'Arienzo
Tango,Callejera,Juan D'Arienzo
Tango,Cambalache,Juan D'Arienzo
Tango,Caminito,Juan D'Arienzo
Tango,Camino sin final,Juan D'Arienzo
Milonga,Campeona,Juan D'Arienzo
Tango,Caña,Juan D'Arienzo
Tango,Canaro,Juan D'Arienzo
Tango,Canaro en París,Juan D'Arienzo
Tango,Canchero,Juan D'Arienzo
Milonga,Candombe oriental,Juan D'Arienzo
Tango,Cansada de sufrir,Juan D'Arienzo
Tango,"Cantemos, corazón",Juan D'Arienzo
Tango,Canzoneta,Juan D'Arienzo
Tango,Carancho,Juan D'Arienzo
Tango,Carita de luna,Juan D'Arienzo
Milonga,Carnavalera,Juan D'Arienzo
Tango,Carpeta,Juan D'Arienzo
Tango,Cartón Junao,Juan D'Arienzo
Tango,Casita de nacar,Juan D'Arienzo
Vals,Castigo,Juan D'Arienzo
Tango,Castigo y pasión,Juan D'Arienzo
Tango,Catamarca,Juan D'Arienzo
Tango,Catorce de Diciembre,Juan D'Arienzo
Tango,Cebollitas de potrero,Juan D'Arienzo
Tango,Cenizas,Juan D'Arienzo
Tango,Champagne tango,Juan D'Arienzo
Milonga,Chaparrón,Juan D'Arienzo
Tango,Charamusca,Juan D'Arienzo
Tango,Chavero soy,Juan D'Arienzo
Tango,Ché careta,Juan D'Arienzo
Tango,Ché existencialista,Juan D'Arienzo
Tango,Ché fulano,Juan D'Arienzo
Tango,Ché negrito,Juan D'Arienzo
Tango,Ché quijote,Juan D'Arienzo
Tango,Ché timbero,Juan D'Arienzo
Tango,Chichipía,Juan D'Arienzo
Tango,Chiqué,Juan D'Arienzo
Milonga,Chiquita y bonita,Juan D'Arienzo
Tango,Chirusa,Juan D'Arienzo
Tango,Chorra,Juan D'Arienzo
Tango,Churrasca,Juan D'Arienzo
Tango,Cicatrices,Juan D'Arienzo
Tango,Cielo de sombras,Juan D'Arienzo
Tango,Claudinette,Juan D'Arienzo
Milonga,Clavel,Juan D'Arienzo
Tango,Clavel del aire,Juan D'Arienzo
