Bucharest Tango Groove
Milongero Nights
Embrace Berlic
MSTFMediterranean Summer Tango Festival
TangoLovers Festival
La Viruta Tango Club
Tango Tage Halle
Mala Junta Berlin
NOU Berlin
Tango Jam Hamburg
Łódź Tango Salon Festival
Brussels Tango Festival
Lyon Tango Festival
La Viruta Tango Club Berlin
Sueños de Invierno
I Pupi Tango Marathon
Prague Tango Marathon
Pensalobien Tango Marathon
North Greece Tango Marathon
Sal Tango Marathon March
Secreto Tango Marathon
Santa Maradona Marathon
UK Tango Championship
Belgrade Tango Encuentro
Lyon Tango Festival
Atlántico Tango Marathon
Tango Unchained Festival
Vienna Calling Tango Marathon
Spring Tango EscapeMay
Sal Tango Marathon
Sofia tango festival
Embrace Berlin
Entre Suenos
Night and day Marathon
Stockholm tango Marathon
La cita In spa
Istanbul Tango Fiesta
Brussels Tango Festival
Bratislava Tango Party
Catania Tango Weekend
Crete tango festival
Hamburg Tango Jam
Midsummer Tango Fusion
Mediterranean Summer Tango Festival
Bal Tout Terrain
Kaleidoscope
Krakus Aires Secreto Marathon
Tango Roots Festival
Summer Tango Spa
Odessa tango d'amore
Tangofest Palermo
Entre Amigos Marathon
Tango Cazino August
Moscow Festival Milongero Nights
A Los Amigos Tango Festival
Sueño de Varsovia
Napule Tango Festival September
EasyDancing
Los Higos
Port of Tango
Te Quiero Mas
Ojos Negros
La Grande Belezza
Bratislava Tango Festival
Bucharest Tango Groove
Noches de Hungry
Pippos & Friends Marathon
Athens Tango Marathon
La Viruta Tango Club
O’cerasiello November
Sultans of Istanbul Tango Festival
La Cita Winter Edition
New Years Belgrade Tango Marathon
Remolino Tango Festival
Frostbite
Tangoföreningen
Singapore International Tango Festival
all'Astintango Festival
Torino Tango Festival
Maison Musique di Rivoli
Astintango
Festival Bravo
European Tango Championship
Maison Musique di Rivoli
La Mariposa a Milano
La Mariposa
Astintango Festival
Aldobaraldo Torino
La Revancha
Torino Tango Festival
Festival di St.Vincent
tanGOTOistanbul
