DATE,ARTIST,TITLE,2nd ARTIST,STYLE,COMPOSER,AUTHOR,LAST_NAME_SEARCH,,,,
4/4/28,Francisco CANARO,A contramano,Charlo,TANGO,Luis Teisseire,Juan Andrés Caruso,CANARO,,,,
4/4/28,Francisco CANARO,Esta noche me emborracho,Charlo,TANGO,Enrique Santos Discepolo,Enrique Santos Discepolo,CANARO,,,,
4/4/28,Francisco CANARO,Inesita,,VALS,?,?,CANARO,,,,
4/4/28,Francisco CANARO,Lindo tipo de varon (Abran canicha),Charlo,TANGO,?,?,CANARO,,,,
4/4/28,Francisco CANARO,Se va la lancha,Charlo,TANGO,?,?,CANARO,,,,
4/11/28,Francisco CANARO,Bocas ansiosas,Charlo,TANGO,?,?,CANARO,,,,
4/11/28,Francisco CANARO,El espejito,Charlo,TANGO,?,?,CANARO,,,,
4/11/28,Francisco CANARO,La toda vela,Charlo,TANGO,?,?,CANARO,,,,
4/11/28,Francisco CANARO,La última morada,,TANGO,Angel Bozzi,,CANARO,,,,
4/11/28,Francisco CANARO,Linda francesita,Charlo,TANGO,José María Rizzuti,Eduardo Calvo,CANARO,,,,
4/11/28,Francisco CANARO,Por esta cruz,Charlo,TANGO,Alejandro Scarpino,José Fernández,CANARO,,,,
4/13/28,Francisco CANARO,No va más (2),,TANGO,Alcides Palavecino,,CANARO,,,,
4/13/28,Francisco CANARO,Pretenciosa,Charlo,TANGO,Francisco Canaro,Lorenzo Traverso,CANARO,,,,
4/14/28,Francisco CANARO,Muchachoos de ley,Charlo,TANGO,?,?,CANARO,,,,
4/18/28,Francisco CANARO,El amor es como el ave,Charlo,TANGO,?,?,CANARO,,,,
4/18/28,Francisco CANARO,El cuatrero (2),,TANGO,Natalio Ink,,CANARO,,,,
4/18/28,Francisco CANARO,Nyla,,TANGO,?,?,CANARO,,,,
4/18/28,Francisco CANARO,Quisiste cachar un gil,Charlo,TANGO,?,?,CANARO,,,,
4/18/28,Francisco CANARO,Te recuerdo mamita,Charlo,TANGO,?,?,CANARO,,,,
4/18/28,Francisco CANARO,Triste paica,Charlo,TANGO,?,?,CANARO,,,,
4/18/28,Francisco CANARO,Tu disfraz,Charlo,TANGO,Angel Danesi,José De Grandis,CANARO,,,,
4/24/28,Francisco CANARO,Talisman,,TANGO,Pedro Carabajal Chaves,,CANARO,,,,
4/25/28,Francisco CANARO,Buenos Aires querido,Charlo,TANGO,Charlo,Enrique Cadícamo,CANARO,,,,
4/25/28,Francisco CANARO,El carrerito,Charlo,TANGO,Raúl de los Hoyos,Alberto Vacarezza,CANARO,,,,
4/25/28,Francisco CANARO,Pompas de jabón,Charlo,TANGO,Roberto Goyheneche,Enrique Cadícamo,CANARO,,,,
4/25/28,Francisco CANARO,Puro espamento,Charlo,TANGO,?,?,CANARO,,,,
5/2/28,Francisco CANARO,Murió el malevo (2),Charlo,TANGO,Edgardo Donato,?,CANARO,,,,
5/2/28,Francisco CANARO,Pañuelito bordao,Charlo,TANGO,?,?,CANARO,,,,
5/2/28,Francisco CANARO,Siga el tango,Charlo,TANGO,?,?,CANARO,,,,
5/2/28,Francisco CANARO,Viejo pancho,Charlo,TANGO,?,?,CANARO,,,,
5/9/28,Francisco CANARO,Chorra,Charlo,TANGO,Enrique Santos Discepolo,Enrique Santos Discepolo,CANARO,,,,
5/9/28,Francisco CANARO,Cinta azul,Charlo,TANGO,Graciano De Leone,Eduardo Escaris Méndez,CANARO,,,,
5/9/28,Francisco CANARO,Dónde estás corazón (2),Charlo,TANGO,María Isolina Godard,Francisco García Jiménez,CANARO,,,,
5/9/28,Francisco CANARO,Me dijeron,Charlo,TANGO,Ernesto Minotto,?,CANARO,,,,
5/9/28,Francisco CANARO,Plegaria de arrabal,,TANGO,Ataliva Montenegro,,CANARO,,,,
5/9/28,Francisco CANARO,Qué vachaché,Charlo,TANGO,Enrique Santos Discépolo,Enrique Santos Discépolo,CANARO,,,,
5/12/28,Francisco CANARO,Atorrante,Charlo,TANGO,Raúl de los Hoyos,Alberto Vaccarezza,CANARO,,,,
5/12/28,Francisco CANARO,Chanta cuatro,Charlo,TANGO,Antonio Cadícamo,Antonio Cadícamo,CANARO,,,,
5/12/28,Francisco CANARO,El ciruja de Sorrento,Charlo,TANGO,?,?,CANARO,,,,
5/12/28,Francisco CANARO,La refalosa,,POLCA,Francisco Canaro,,CANARO,,,,
5/12/28,Francisco CANARO,Llevatelo todo,Charlo,TANGO,Rodolfo Sciammarella,Rodolfo Sciammarella,CANARO,,,,
5/12/28,Francisco CANARO,Son grupos,Charlo,TANGO,?,?,CANARO,,,,
5/16/28,Francisco CANARO,Gimiendo,,TANGO,Luis Cluzeau Mortet,Juan Pablo Pérez,CANARO,,,,
5/16/28,Francisco CANARO,La muchacha del circo,Charlo,TANGO,Gerardo Matos Rodríguez,Manuel Romero,CANARO,,,,
5/16/28,Francisco CANARO,Martes 13,Charlo,TANGO,?,?,CANARO,,,,
5/16/28,Francisco CANARO,Recuerdos de mi madre,,TANGO,José Luis Padula,,CANARO,,,,
5/19/28,Francisco CANARO,Corazón de oro,,VALS,Francisco Canaro,Jesús Fernández Blanco,CANARO,,,,
5/19/28,Francisco CANARO,El timbero,Charlo,TANGO,Francisco Canaro,Juan Andrés Caruso,CANARO,,,,
5/19/28,Francisco CANARO,Pájaro azul,,TANGO FANTASIA,Francisco Canaro,,CANARO,,,,
7/4/28,Francisco CANARO,Decí pebeta por qué,Charlo,TANGO,Pedro Maffia,Tomás Simari,CANARO,,,,
7/4/28,Francisco CANARO,El desdeñoso,Charlo,TANGO,?,?,CANARO,,,,
7/4/28,Francisco CANARO,Saludó y se fue,Charlo,TANGO,José Ceglie,Atilio Supparo,CANARO,,,,
7/4/28,Francisco CANARO,Viva la patria,Charlo,TANGO,Antonio Scatasso,Alberto Vacarezza,CANARO,,,,
7/12/28,Francisco CANARO,Cambie de rumbo,Charlo,TANGO,?,?,CANARO,,,,
7/12/28,Francisco CANARO,En un pueblito de España,Charlo,VALS,Mabel Wayne,Rogelio Ferreyra,CANARO,,,,
7/12/28,Francisco CANARO,La borrachera del tango (La embriaguez del tango),Charlo,TANGO,Adolfo Avilés,Enrique Pedro Maroni,CANARO,,,,
7/12/28,Francisco CANARO,Por ella ten piedad,Charlo,TANGO,Antonio Polito,Antonio Polito,CANARO,,,,
7/12/28,Francisco CANARO,Yo soy la milonguer,Charlo,TANGO,?,?,CANARO,,,,
7/18/28,Francisco CANARO,Bravo nuestros campeones,Charlo,TANGO,Modesto Hugo Papavero,Modesto Hugo Papavero,CANARO,,,,
7/18/28,Francisco CANARO,Buenos Aires es una papa,Charlo,TANGO,?,?,CANARO,,,,
7/18/28,Francisco CANARO,Mis besos,,TANGO,Mario Canaro,,CANARO,,,,
7/18/28,Francisco CANARO,Ramona,Charlo,VALS,Mabel Wayne,Enrique Cadícamo,CANARO,,,,
7/18/28,Francisco CANARO,Sandía calada,Charlo,TANGO,Arturo Francisco Aieta,Jorge Curi,CANARO,,,,
7/25/28,Francisco CANARO,El pañuelito,,TANGO,Juan de Dios Filiberto,Gabino Coria Peñaloza,CANARO,,,,
7/25/28,Francisco CANARO,En las nubes,,TANGO,M. Birri,,CANARO,,,,
7/25/28,Francisco CANARO,Se mira y no se toca,,TANGO,?,?,CANARO,,,,
7/25/28,Francisco CANARO,Seguime si podés,,TANGO,Alejandro Scarpino y Juan Caldarella,Antonio Anselmi,CANARO,,,,
7/25/28,Francisco CANARO,Vibraciones del alma,,VALS,Francisco Canaro,,CANARO,,,,
7/31/28,Francisco CANARO,No me abandones,Charlo,VALS,Alfredo Eusebio Gobbi,Alfredo Eusebio Gobbi,CANARO,,,,
8/1/28,Francisco CANARO,Canaro en Cordoba,Charlo,TANGO,?,?,CANARO,,,,
8/1/28,Francisco CANARO,La hija de japonesita,Charlo,FOXTROT,?,?,CANARO,,,,
8/1/28,Francisco CANARO,Pobre Canillita,Charlo,TANGO,?,?,CANARO,,,,
8/1/28,Francisco CANARO,Suerte loca,Charlo,TANGO,Anselmo Aieta,Francisco García Jiménez,CANARO,,,,
8/2/28,Francisco CANARO,Te acordas Rafaela,Charlo,TANGO,?,?,CANARO,,,,
8/3/28,Francisco CANARO,Marcha atras,Charlo,TANGO,Enrique Delfino,Arturo Rodríguez Bustamante,CANARO,,,,
8/3/28,Francisco CANARO,Muchachita de Belgrano,,TANGO,Manuel Salinger,,CANARO,,,,
8/3/28,Francisco CANARO,Otra copa y se acabó,Charlo,TANGO,Luis Martini,Manuel Romero,CANARO,,,,
8/3/28,Francisco CANARO,Sueño florido (2),Charlo,TANGO,Cayetano Puglisi y Luis Cosenza,Dante A. Linyera,CANARO,,,,
8/7/28,Francisco CANARO,Corazón de oro,Charlo,VALS,Francisco Canaro,Jesús Fernández Blanco,CANARO,,,,
8/7/28,Francisco CANARO,El soñador,Charlo,TANGO,?,?,CANARO,,,,
8/7/28,Francisco CANARO,Engominado,Charlo,TANGO,Fernando Montoni,Máximo Orsi,CANARO,,,,
8/7/28,Francisco CANARO,Mina,,TANGO,?,?,CANARO,,,,
8/7/28,Francisco CANARO,Tres chupuetes,Charlo,TANGO,?,?,CANARO,,,,
8/7/28,Francisco CANARO,Villacrespo,Charlo,TANGO,?,?,CANARO,,,,
8/15/28,Francisco CANARO,Barra querida,Charlo,TANGO,Carlos Sánchez,César Vedani,CANARO,,,,
8/15/28,Francisco CANARO,Berretines milongueros,,TANGO,Cirilo Camerota,,CANARO,,,,
8/15/28,Francisco CANARO,Duelo criollo,Charlo,TANGO,Juan Rezzano,Lito Bayardo,CANARO,,,,
8/15/28,Francisco CANARO,Noviecita mía,Charlo,TANGO,Antonio Polito,Antonio Polito,CANARO,,,,
8/15/28,Francisco CANARO,Pim pam pum,Charlo,TANGO,Enrique Delfino,Alberto Vacarezza,CANARO,,,,
8/15/28,Francisco CANARO,Senda florida,,TANGO,Rafael Rossi,Eugenio Cárdenas,CANARO,,,,
8/23/28,Francisco CANARO,Belcha,,TANGO,Domingo Pelle,,CANARO,,,,
8/23/28,Francisco CANARO,Cualquier cosa,Charlo,TANGO,Herminia Velich y Juan Velich,Herminia Velich y Juan Velich,CANARO,,,,
8/23/28,Francisco CANARO,El manisero,Charlo,TANGO,?,?,CANARO,,,,
8/23/28,Francisco CANARO,Fierro chifle,Charlo,TANGO,César de Pardo,Alfonso Tagle Lara,CANARO,,,,
8/23/28,Francisco CANARO,Refucilos,Charlo,TANGO,Rodolfo Sastre,Micaela Sastre,CANARO,,,,
8/23/28,Francisco CANARO,Te aconsejo que me olvides,,TANGO,Pedro Maffia,Jorge Curi,CANARO,,,,
8/31/28,Francisco CANARO,Haragán,Charlo,TANGO,Enrique Delfino,Manuel Romero y Luis Bayón Herrera,CANARO,,,,
9/1/28,Francisco CANARO,Alma en pena,Charlo,TANGO,Anselmo Aieta,Francisco García Jiménez,CANARO,,,,
9/1/28,Francisco CANARO,Marioneta,Charlo,TANGO,Juan José Guichandut,Armando Tagini,CANARO,,,,
9/1/28,Francisco CANARO,Mariposa de cabaret,Charlo,TANGO,Antonio Scatasso,Luis Rodríguez Acasuso,CANARO,,,,
9/1/28,Francisco CANARO,Muñeca brava,,TANGO,Luis Visca,Enrique Cadícamo,CANARO,,,,
9/1/28,Francisco CANARO,Piedad,Charlo,TANGO,Carlos Percuoco,Luis De Biase,CANARO,,,,
9/3/28,Francisco CANARO,Arco iris,,TANGO,Pedro Maffia y Sebastián Piana,,CANARO,,,,
9/3/28,Francisco CANARO,Chiquita,,TANGO,Manuel Francisco Ratto Valerga,,CANARO,,,,
9/3/28,Francisco CANARO,El rasgueo,,TANGO,Aníbal de Iturriaga,Dora de Iturriaga,CANARO,,,,
9/3/28,Francisco CANARO,Vieja milonga,,TANGO,Samuel Castriota,,CANARO,,,,
9/10/28,Francisco CANARO,Charito,,TANGO,Restituto Torres Alonso,,CANARO,,,,
9/10/28,Francisco CANARO,Nelly,Charlo,VALS,Héctor Bates,Luis Bates,CANARO,,,,
9/10/28,Francisco CANARO,Seguí mi consejo,Charlo,TANGO,Salvador Merico,Eduardo Trongé,CANARO,,,,
9/10/28,Francisco CANARO,Yo soy así,Charlo,TANGO,Fernando Montoni,Manuel Romero,CANARO,,,,
9/12/28,Francisco CANARO,Parque Patricios (2),Charlo,TANGO,Oscar Arona,Oscar Arona,CANARO,,,,
9/12/28,Francisco CANARO,Pata de palo,Charlo,TANGO,?,?,CANARO,,,,
9/12/28,Francisco CANARO,Siempre (Always),Charlo,VALS,Irving Berlin,Enrique Cadícamo,CANARO,,,,
9/12/28,Francisco CANARO,Tu debes reir,Charlo,TANGO,Ernesto Rossi,Nito Di Sipio,CANARO,,,,
9/19/28,Francisco CANARO,Bandoneón arrabalero,Charlo,TANGO,Bachicha,Pascual Contursi,CANARO,,,,
9/19/28,Francisco CANARO,Cuando mi barrio se duerme,Charlo,TANGO,Luis Teisseire,Juan Andrés Caruso,CANARO,,,,
9/19/28,Francisco CANARO,De corte antiguo (2),Charlo,TANGO,Charlo,Charlo,CANARO,,,,
9/25/28,Francisco CANARO,Amor que muere,Charlo,VALS,Juan Carlos Cobián,Enrique Cadícamo,CANARO,,,,
9/26/28,Francisco CANARO,Malevaje,Charlo,TANGO,Juan de Dios Filiberto,Enrique Santos Discépolo,CANARO,,,,
9/26/28,Francisco CANARO,Mi estrella,Charlo,TANGO,Pedro Molteni,Pedro Molteni,CANARO,,,,
10/3/28,Francisco CANARO,Fayuta,Charlo,TANGO,?,?,CANARO,,,,
10/3/28,Francisco CANARO,Las vueltas de la vida,Charlo,TANGO,Francisco Canaro,Manuel Romero,CANARO,,,,
10/3/28,Francisco CANARO,Pebeta elegante,,TANGO,?,?,CANARO,,,,
10/3/28,Francisco CANARO,Renacimiento,,TANGO,Rafael Canaro,,CANARO,,,,
10/3/28,Francisco CANARO,Yo te acuso,Charlo,TANGO,?,?,CANARO,,,,
10/10/28,Francisco CANARO,Bebamos juntos,Charlo,TANGO,Mario Brugni,Enrique Cadícamo,CANARO,,,,
10/10/28,Francisco CANARO,Con alma y vida,Charlo,TANGO,Carlos Di Sarli,Héctor Marcó,CANARO,,,,
10/10/28,Francisco CANARO,Emocion,,TANGO,?,?,CANARO,,,,
10/10/28,Francisco CANARO,En tren de lujo,Charlo,TANGO,?,?,CANARO,,,,
10/10/28,Francisco CANARO,La taba de la vida,Charlo,TANGO,?,?,CANARO,,,,
10/17/28,Francisco CANARO,Amor que muere,Charlo,VALS,Juan Carlos Cobián,Enrique Cadícamo,CANARO,,,,
10/17/28,Francisco CANARO,La cieguita de florida,Charlo,TANGO,?,?,CANARO,,,,
10/17/28,Francisco CANARO,Que no se diga,,TANGO,?,?,CANARO,,,,
10/17/28,Francisco CANARO,Seria seriola,Charlo,TANGO,?,?,CANARO,,,,
10/24/28,Francisco CANARO,Aquel tapado de armiño,Charlo,TANGO,Enrique Delfino,Manuel Romero,CANARO,,,,
10/24/28,Francisco CANARO,Chermaine,Charlo,VALS,?,?,CANARO,,,,
10/24/28,Francisco CANARO,Fracasado,Charlo,TANGO,L. Lospi y J. Faham,Eugenio Cárdenas,CANARO,,,,
10/24/28,Francisco CANARO,Monadita,,TANGO,?,?,CANARO,,,,
10/31/28,Francisco CANARO,Clemencia,Charlo,TANGO,Roberto Ventura Tosi,Juan A. Gigirey,CANARO,,,,
10/31/28,Francisco CANARO,Culpas ajenas,,TANGO,Ernesto Ponzio,Jorge Curi,CANARO,,,,
10/31/28,Francisco CANARO,Entre sueños,Charlo,TANGO,Anselmo Aieta y Juan Polito,Francisco García Jiménez,CANARO,,,,
10/31/28,Francisco CANARO,Flor de ceibo,Charlo,TANGO,Eduardo Ponzio,Armando Tagini,CANARO,,,,
10/31/28,Francisco CANARO,Mi doctor,,TANGO,?,?,CANARO,,,,
11/7/28,Francisco CANARO,El beso aquel,Charlo,TANGO,Isaías Agustín Pittaluga,H. Rues de Tirzo,CANARO,,,,
11/7/28,Francisco CANARO,Siempre te recuerdo,Charlo,VALS,José Mocciola,Francisco Brancatti,CANARO,,,,
11/7/28,Francisco CANARO,Uno y uno,Charlo,TANGO,Julio Pollero,Lorenzo Traverso,CANARO,,,,
11/7/28,Francisco CANARO,Venite conmigo,Charlo,TANGO,?,?,CANARO,,,,
11/7/28,Francisco CANARO,Y con el se fue mi amor,Charlo,FOXTROT,?,?,CANARO,,,,
11/14/28,Francisco CANARO,La mascota,Charlo,TANGO,?,?,CANARO,,,,
11/14/28,Francisco CANARO,La rondalla,Charlo,PASODOBLE,?,?,CANARO,,,,
11/14/28,Francisco CANARO,Moneda corriente,Charlo,TANGO,Rodolfo Sciammarella,Alfredo Bertonasco,CANARO,,,,
11/14/28,Francisco CANARO,Piantate por favor,Charlo,TANGO,?,?,CANARO,,,,
11/21/28,Francisco CANARO,Bajo el beso de la luna,Charlo,TANGO,Raúl de los Hoyos,José Eneas Riu,CANARO,,,,
11/21/28,Francisco CANARO,Colette,Charlo,FOXTROT,?,?,CANARO,,,,
11/21/28,Francisco CANARO,Dentra no llores,Charlo,TANGO,?,?,CANARO,,,,
11/21/28,Francisco CANARO,Pobre gaucho,Charlo,TANGO,?,?,CANARO,,,,
11/21/28,Francisco CANARO,Regalo de bodas,Charlo,TANGO,?,?,CANARO,,,,
11/28/28,Francisco CANARO,Azucena,,TANGO,?,?,CANARO,,,,
11/28/28,Francisco CANARO,El ultimo golpe,Charlo,TANGO,?,?,CANARO,,,,
11/28/28,Francisco CANARO,Luna de Honolulu,Charlo,TANGO,Fred Lawrence,Carlos Sánchez y Luis Bates,CANARO,,,,
11/28/28,Francisco CANARO,Pero yo sé,Charlo,TANGO,Azucena Maizani,Azucena Maizani,CANARO,,,,
12/3/28,Francisco CANARO,Buenas noches,Charlo,TANGO,Juan S. Labadia,Juan S. Labadia,CANARO,,,,
12/3/28,Francisco CANARO,Qué le importa,,TANGO,Dora Iturriaga,,CANARO,,,,
12/3/28,Francisco CANARO,Un sueño,Charlo,TANGO,?,?,CANARO,,,,
12/5/28,Francisco CANARO,Cosas de tango,Charlo,TANGO,Tito Ribero,Rodolfo Taboada,CANARO,,,,
12/5/28,Francisco CANARO,Rosina,Charlo,TANGO,?,?,CANARO,,,,
12/12/28,Francisco CANARO,Cachadora,Charlo,TANGO,Francisco Lomuto,Francisco Lomuto,CANARO,,,,
12/12/28,Francisco CANARO,Chiquita (2),Charlo,VALS,Mabel Wayne,Abelardo Ferreyra,CANARO,,,,
12/12/28,Francisco CANARO,Estampilla,Charlo,TANGO,Enrique Delfino,Manuel Romero,CANARO,,,,
12/12/28,Francisco CANARO,Mira,Charlo,TANGO,?,?,CANARO,,,,
12/12/28,Francisco CANARO,Negra fiera,Charlo,TANGO,?,?,CANARO,,,,
12/19/28,Francisco CANARO,Amigablemente,Charlo,TANGO,Rafael Iriarte,Juan Carlos Fernández Díaz,CANARO,,,,
12/19/28,Francisco CANARO,Aquel muchacho triste,Charlo,TANGO,José De Grandis,José De Grandis,CANARO,,,,
12/19/28,Francisco CANARO,De tierra adentro,Charlo,TANGO,?,?,CANARO,,,,
12/19/28,Francisco CANARO,Francesita (2),Charlo,TANGO,Louis Hillier,?,CANARO,,,,
12/19/28,Francisco CANARO,Labios de coty,Charlo,VALS,Charlo,Luis Bayón Herrera,CANARO,,,,
2/23/29,Francisco CANARO,Cartón ligador,,TANGO,Edgardo Donato,,CANARO,,,,
2/23/29,Francisco CANARO,Castillo de naipes,,TANGO,?,?,CANARO,,,,
2/23/29,Francisco CANARO,Estampa del suburbio,,TANGO,Luis D'Andrea,,CANARO,,,,
2/23/29,Francisco CANARO,Zaraza,Charlo,TANGO,Benjamín Tagle Lara,Benjamín Tagle Lara,CANARO,,,,
2/27/29,Francisco CANARO,Carmen,Charlo,VALS,Enrique Delfino,Mario Rada,CANARO,,,,
2/27/29,Francisco CANARO,La cieguita de Boedo,Charlo,TANGO,?,?,CANARO,,,,
2/27/29,Francisco CANARO,Mamiferos de lujo,Charlo,TANGO,Juan Rezzano,Gabriel Sigal,CANARO,,,,
2/27/29,Francisco CANARO,Palida noche,,TANGO,Julio Stamburgo,,CANARO,,,,
2/27/29,Francisco CANARO,Quimera de amor,,TANGO,Luis Brighenti,Mario César Gomila,CANARO,,,,
2/27/29,Francisco CANARO,Sos bueno vos también,Charlo,TANGO,Francisco Canaro,Juan Andrés Caruso,CANARO,,,,
3/3/29,Francisco CANARO,Chau ingrata,Charlo,TANGO,?,?,CANARO,,,,
3/3/29,Francisco CANARO,Flores secas,Charlo,TANGO,?,?,CANARO,,,,
3/3/29,Francisco CANARO,Primer auxilio,Charlo,TANGO,?,?,CANARO,,,,
3/3/29,Francisco CANARO,Puro cuento,Charlo,TANGO,Alberto Alonso,Francisco Ruiz París (Francisco Ruiz Puch),CANARO,,,,
3/3/29,Francisco CANARO,Sos mas loca que un bagual,,RANCHERA,?,?,CANARO,,,,
3/6/29,Francisco CANARO,Allá en el monte,Charlo,VALS,Francisco Canaro,Francisco Canaro,CANARO,,,,
3/6/29,Francisco CANARO,Bajo cuerda,,TANGO,Mario Canaro,,CANARO,,,,
3/6/29,Francisco CANARO,Campanadas de la aldea,,TANGO,?,?,CANARO,,,,
3/6/29,Francisco CANARO,Canta el zorzal,,TANGO,?,?,CANARO,,,,
3/6/29,Francisco CANARO,Stud el pueblo,,TANGO,?,?,CANARO,,,,
3/13/29,Francisco CANARO,A lo gaucho,Charlo,TANGO,Benito Atella,Humberto Di Doménico,CANARO,,,,
3/13/29,Francisco CANARO,Aquella canción,,TANGO,Abelardo Gentini,,CANARO,,,,
3/13/29,Francisco CANARO,El triunfo de la milonga,,TANGO,?,?,CANARO,,,,
3/13/29,Francisco CANARO,La reina del tango,Charlo,TANGO,Rafael Iriarte,Enrique Cadícamo,CANARO,,,,
3/13/29,Francisco CANARO,Sosegate Feliciano,Charlo,TANGO,Modesto Papavero,Modesto Papavero,CANARO,,,,
3/20/29,Francisco CANARO,Deja que se vaya,Charlo,TANGO,?,?,CANARO,,,,
3/20/29,Francisco CANARO,La indiada,,TANGO,Vicente Catalano,,CANARO,,,,
3/20/29,Francisco CANARO,Mientras llora el tango,Charlo,TANGO,Raúl Courau,Esteban Barabino,CANARO,,,,
3/20/29,Francisco CANARO,Torturas,Charlo,TANGO,Humberto Canaro,Príncipe Cubano,CANARO,,,,
3/20/29,Francisco CANARO,Varoncito,,TANGO,?,?,CANARO,,,,
3/23/29,Francisco CANARO,Payador,Charlo,TANGO,?,?,CANARO,,,,
3/27/29,Francisco CANARO,Adiós que te vaya bien,Charlo,TANGO,Enrique Delfino,Andrés González del Solar,CANARO,,,,
3/27/29,Francisco CANARO,Amorcito,,TANGO,Vicente A. Navatta Benedetti,,CANARO,,,,
3/27/29,Francisco CANARO,Decime que sí,Charlo,TANGO,Anselmo Aieta,Francisco García Jiménez,CANARO,,,,
3/27/29,Francisco CANARO,En mi rancho hay una flor,,RANCHERA,?,?,CANARO,,,,
3/27/29,Francisco CANARO,La traición,Charlo,TANGO,Carlos Vicente Geroni Flores y Hermido Braga,Juan Villalba,CANARO,,,,
3/27/29,Francisco CANARO,Palermo,Charlo,TANGO,Enrique Delfino,Juan Villalba y Hermido Braga,CANARO,,,,
3/27/29,Francisco CANARO,Soy un arlequín,,TANGO,Enrique Santos Discépolo,Enrique Santos Discépolo,CANARO,,,,
3/27/29,Francisco CANARO,Tu risa de cristal,,TANGO,?,?,CANARO,,,,
4/3/29,Francisco CANARO,Cuando llora el corazón,Charlo,TANGO,Juan Maglio,José Fernández,CANARO,,,,
4/3/29,Francisco CANARO,Hay que entrar,Charlo,TANGO,Carlos Marcucci,Ginés Miralles,CANARO,,,,
4/3/29,Francisco CANARO,Largala nomas,,TANGO,?,?,CANARO,,,,
4/3/29,Francisco CANARO,Nene,,TANGO,Juan Polito,,CANARO,,,,
4/3/29,Francisco CANARO,Qué haces Marquez,,TANGO,Antonio Bonavena,,CANARO,,,,
4/3/29,Francisco CANARO,Tango argentino,Charlo,TANGO,Juan Maglio,Alfredo Bigeschi,CANARO,,,,
4/10/29,Francisco CANARO,Angela mía,Charlo,FOXTROT,?,?,CANARO,,,,
4/10/29,Francisco CANARO,Atorrante (2),Charlo,TANGO,Samuel Castriota,Samuel Castriota,CANARO,,,,
4/10/29,Francisco CANARO,Delirio,,TANGO,Juan Canaro,,CANARO,,,,
4/10/29,Francisco CANARO,Sulamita,Charlo,FOXTROT,?,?,CANARO,,,,
4/17/29,Francisco CANARO,Juanita (Jeannine),Charlo,VALS,Nathaniel Shilkret,Enrique Cadícamo,CANARO,,,,
4/17/29,Francisco CANARO,La cumparsita,,TANGO,Gerardo Matos Rodriguez,Pascual Contursi y Enrique Maroni,CANARO,,,,
4/17/29,Francisco CANARO,Qué haces que no te casas,Charlo,TANGO,?,?,CANARO,,,,
4/17/29,Francisco CANARO,Salí salí,Charlo,TANGO,?,?,CANARO,,,,
4/20/29,Francisco CANARO,Del viejo barrio porteño,Charlo,TANGO,?,?,CANARO,,,,
4/20/29,Francisco CANARO,Mi curita,Charlo,MAXIXE,?,?,CANARO,,,,
4/20/29,Francisco CANARO,Venga minina,Charlo,MAXIXE,?,?,CANARO,,,,
4/22/29,Francisco CANARO,El entrerriano,,TANGO,Rosendo Mendizabal,Homero Exposito,CANARO,,,,
4/22/29,Francisco CANARO,No me olvides,Charlo,TANGO,Charlo,Charlo,CANARO,,,,
4/30/29,Francisco CANARO,Arañazo,,TANGO,Elena A. Osilich,Eugenio Cárdenas,CANARO,,,,
4/30/29,Francisco CANARO,Así es la vida,,TANGO,?,?,CANARO,,,,
4/30/29,Francisco CANARO,Mechita (2),,FOXTROT,?,?,CANARO,,,,
4/30/29,Francisco CANARO,Rogando en vano,,PASODOBLE,?,?,CANARO,,,,
5/3/29,Francisco CANARO,Hormiguita,,TANGO,Mario Canaro,,CANARO,,,,
5/3/29,Francisco CANARO,No seas malita,,TANGO,Pedro Maffia,,CANARO,,,,
5/3/29,Francisco CANARO,Rostro palido,,TANGO,Santiago Bini,,CANARO,,,,
5/3/29,Francisco CANARO,Suspiros,,TANGO,?,?,CANARO,,,,
5/3/29,Francisco CANARO,Tu retrato,,TANGO,Enrique Cadícamo,,CANARO,,,,
5/10/29,Francisco CANARO,No puede ser,Charlo,TANGO,Marcos Larrosa y Juan Carlos Howard,Julio Jorge Nelson,CANARO,,,,
5/10/29,Francisco CANARO,Oración,,VALS,Juan Canaro,Alfredo Faustino Roldán,CANARO,,,,
5/10/29,Francisco CANARO,Ultimo adiós,Charlo,TANGO,Aníbal de Iturriaga,Aníbal de Iturriaga,CANARO,,,,
5/10/29,Francisco CANARO,Viejo callejón,Charlo,TANGO,Juan Culiersi,Adolfo Urgo,CANARO,,,,
5/15/29,Francisco CANARO,De a traición,Charlo,TANGO,?,?,CANARO,,,,
5/15/29,Francisco CANARO,Flor de rea,Charlo,TANGO,Salvador Merico,Juan Carlos Rodríguez Prous y Raúl Vigo,CANARO,,,,
5/15/29,Francisco CANARO,Penitencia,Charlo,TANGO,Anselmo Aieta,Francisco García Jiménez,CANARO,,,,
5/15/29,Francisco CANARO,Por la virgen de pompeya,Charlo,TANGO,José María Ruffet,Eduardo Trongé,CANARO,,,,
5/15/29,Francisco CANARO,Sentate hermano,Charlo,TANGO,Samuel Castriota,Pascual Contursi,CANARO,,,,
5/22/29,Francisco CANARO,Barrilito (2),Charlo,MAXIXE,?,?,CANARO,,,,
5/22/29,Francisco CANARO,Esfinge,,FOXTROT,?,?,CANARO,,,,
5/22/29,Francisco CANARO,Lengue lengue,,MAXIXE,?,?,CANARO,,,,
5/22/29,Francisco CANARO,Sos un hombre,,TANGO,?,?,CANARO,,,,
5/29/29,Francisco CANARO,Azulidad,Charlo,TANGO,Pedro Sassone,Eugenio Cárdenas,CANARO,,,,
