DATE,ARTIST,TITLE,2nd ARTIST,STYLE,COMPOSER,AUTHOR,LAST_NAME_SEARCH,,,,
6/28/44,Francisco CANARO,Paloma,Carlos Roldan,VALS,Juan José Guichandut,Horacio Sanguinetti,CANARO,,,,
7/7/44,Francisco CANARO,Mas solo que nunca,Carlos Roldan,TANGO,Federico Leone,Enrique Dizeo,CANARO,,,,
7/7/44,Francisco CANARO,Tres amigos,Carlos Roldan,TANGO,Enrique Cadícamo,Enrique Cadícamo,CANARO,,,,
7/19/44,Francisco CANARO,Estampa del 800,Carlos Roldan,CANDOMBE,Romeo Gavioli y Carmelo Imperio,Gerónimo Yorio,CANARO,,,,
7/21/44,Francisco CANARO,En el fondo del mar,Carlos Roldan,VALS,Hipólito Basilio,Horacio Sanguinetti,CANARO,,,,
7/21/44,Francisco CANARO,Naipe,Carlos Roldan,TANGO,Aníbal Troilo,Enrique Cadícamo,CANARO,,,,
7/26/44,Francisco CANARO,Donde esta lo que soñé,Carlos Roldan,TANGO,?,?,CANARO,,,,
7/26/44,Francisco CANARO,Llamandote,Carlos Roldan,TANGO,?,?,CANARO,,,,
7/28/44,Francisco CANARO,Adelaida,Carlos Roldan,VALS,Francisco Pracánico,Diego Novillo Quiroga,CANARO,,,,
11/15/44,Francisco CANARO,Copas amigas y besos,Carlos Roldan,TANGO,Mariano Mores,Enrique Cadícamo,CANARO,,,,
11/15/44,Francisco CANARO,Incomprensión,Guillermo Rico,VALS,Oscar Sabino,Oscar Sabino,CANARO,,,,
12/6/44,Francisco CANARO,A la lima y al limon,Guillermo Coral,VALS,?,?,CANARO,,,,
12/6/44,Francisco CANARO,Torrente,Carlos Roldan,TANGO,Hugo Gutiérrez,Homero Manzi,CANARO,,,,
12/22/44,Francisco CANARO,Como una herida,Guillermo Coral,TANGO,Oscar Sabino,Carlos Marín,CANARO,,,,
12/22/44,Francisco CANARO,Desagravio,Guillermo Coral,TANGO,Francisco Lomuto,Homero Manzi y José María Contursi,CANARO,,,,
12/22/44,Francisco CANARO,Destellos,Carlos Roldan,TANGO,Francisco Canaro,Juan Andrés Caruso,CANARO,,,,
12/22/44,Francisco CANARO,Tres palabras,Guillermo Coral,TANGO,Alfredo De Franco,Alfredo De Franco,CANARO,,,,
1/2/45,Francisco CANARO,Collar de amores,Carlos Roldan,TANGO,?,?,CANARO,,,,
1/2/45,Francisco CANARO,Encuentro,Guillermo Coral,TANGO,Miguel Bucino,Miguel Bucino,CANARO,,,,
3/9/45,Francisco CANARO,Café de Los Angelitos,Carlos Roldan,TANGO,José Razzano y Cátulo Castillo,José Razzano y Cátulo Castillo,CANARO,,,,
3/9/45,Francisco CANARO,"Tu, el cielo y tu",Guillermo Coral,TANGO,Mario Canaro,Héctor Marcó,CANARO,,,,
3/15/45,Francisco CANARO,Garras,Carlos Roldan,TANGO,Aníbal Troilo,José María Contursi,CANARO,,,,
3/15/45,Francisco CANARO,Toda una vida,Guillermo Rico,ARREGLO EN VALS,?,?,CANARO,,,,
3/21/45,Francisco CANARO,En un barco velero (Ana María),Guillermo Coral,VALS,Feliciano Brunelli y Félix Lipesker,Feliciano Brunelli,CANARO,,,,
5/7/45,Francisco CANARO,Me gusta bailar milonga,Carlos Roldan,MILONGA,Pintín Castellanos,Pintín Castellanos,CANARO,,,,
5/7/45,Francisco CANARO,Miguel Ángel,Guillermo Coral,TANGO,Vicente Demarco,Carlos Pesce,CANARO,,,,
5/7/45,Francisco CANARO,Trenzas,Guillermo Coral,TANGO,Armando Pontier,Homero Expósito,CANARO,,,,
5/16/45,Francisco CANARO,Duelo criollo,Guillermo Coral,TANGO,Juan Rezzano,Lito Bayardo,CANARO,,,,
5/16/45,Francisco CANARO,Quién más que yo,Carlos Roldan y Guillermo Coral,TANGO,Mario Canaro,Héctor Marcó,CANARO,,,,
5/23/45,Francisco CANARO,Llama Dolores,Carlos Roldan,VALS,?,?,CANARO,,,,
5/23/45,Francisco CANARO,Ya estamos iguales,Carlos Roldan,TANGO,Anselmo Aieta,Francisco García Jiménez,CANARO,,,,
8/24/45,Francisco CANARO,Adiós pampa mía,Alberto Arenas,TANGO,Francisco Canaro y Mariano Mores,Ivo Pelay,CANARO,,,,
8/24/45,Francisco CANARO,Niebla,Guillermo Coral,TANGO,Francisco Canaro y Mariano Mores,Ivo Pelay,CANARO,,,,
8/31/45,Francisco CANARO,Serafin y Julia Paz,Guillermo Coral y Alberto Arenas,MILONGA,?,?,CANARO,,,,
9/4/45,Francisco CANARO,Pregonera,Guillermo Coral y Alberto Arenas,TANGO,Alfredo De Angelis,José Rótulo,CANARO,,,,
9/13/45,Francisco CANARO,Cotorrita de la suerte,Alberto Arenas,TANGO,Alfredo De Franco,José De Grandis,CANARO,,,,
9/13/45,Francisco CANARO,No llores nunca más,Guillermo Coral y Alberto Arenas,VALS,Francisco Canaro y Mariano Mores,Ivo Pelay,CANARO,,,,
10/17/45,Francisco CANARO,Viernes de pasión,Guillermo Coral,TANGO,José Vázquez Vigo,Francisco García Jiménez,CANARO,,,,
10/19/45,Francisco CANARO,Canción desesperada,Alberto Arenas,TANGO,Enrique Santos Discépolo,Enrique Santos Discépolo,CANARO,,,,
10/19/45,Francisco CANARO,Tedio,Alberto Arenas,TANGO,Miguel Bucino,Miguel Bucino,CANARO,,,,
10/19/45,Francisco CANARO,Tristeza criolla,Guillermo Coral,VALS,Ignacio Corsini,Julián de Charras,CANARO,,,,
11/6/45,Francisco CANARO,Maria,Alberto Arenas,TANGO,Aníbal Troilo,Cátulo Castillo,CANARO,,,,
12/14/45,Francisco CANARO,Margo,Guillermo Coral,TANGO,Armando Pontier,Homero Expósito,CANARO,,,,
12/21/45,Francisco CANARO,Cuatro lágrimas,Alberto Arenas,TANGO,Lito Bayardo,Lito Bayardo,CANARO,,,,
12/21/45,Francisco CANARO,Mañana no estarás,Guillermo Coral,TANGO,Ariel Gessaghi,Horacio Sanguinetti,CANARO,,,,
12/28/45,Francisco CANARO,La metralla,,TANGO,Manuel Campoamor,,CANARO,,,,
12/28/45,Francisco CANARO,Mis amigos de ayer,Guillermo Coral,TANGO,Francisco Lomuto,José María Contursi,CANARO,,,,
1/28/46,Francisco CANARO,Adiós pampa mía,Nelly Omar,TANGO,Francisco Canaro y Mariano Mores,Ivo Pelay,CANARO,,,,
1/28/46,Francisco CANARO,Canción desesperada,Nelly Omar,TANGO,Enrique Santos Discépolo,Enrique Santos Discépolo,CANARO,,,,
2/27/46,Francisco CANARO,Juana Rebenque,Guillermo Coral,TANGO,Luis Riccardi,Enrique Cadícamo,CANARO,,,,
3/21/46,Francisco CANARO,En la noche de tus ojos,Guillermo Coral,TANGO,Pacífico Lambertucci,Francisco García Jiménez,CANARO,,,,
3/21/46,Francisco CANARO,Sin embargo no estoy triste,Alberto Arenas,TANGO,Rodolfo Sciammarella,Leopoldo Torre Ríos,CANARO,,,,
4/9/46,Francisco CANARO,Nobleza de arrabal,Alberto Arenas,TANGO,Francisco Canaro,Homero Manzi,CANARO,,,,
4/16/46,Francisco CANARO,Devolveme lo que es mio,Guillermo Coral y Alberto Arenas,VALS,?,?,CANARO,,,,
4/16/46,Francisco CANARO,Dos almas,Enrique Lucero,VALS,Don Fabián,Don Fabián,CANARO,,,,
6/7/46,Francisco CANARO,Cuando estemos lejos,Enrique Lucero,TANGO,Alberto Suárez Villanueva,Samuel Yankelevich,CANARO,,,,
6/7/46,Francisco CANARO,Para que lo oigan,Alberto Arenas,MILONGA,Miguel Bucino,Miguel Bucino,CANARO,,,,
7/30/46,Francisco CANARO,Me llaman el solitario,Alberto Arenas,TANGO,Francisco Lomuto,Enrique Cadícamo,CANARO,,,,
7/30/46,Francisco CANARO,Te espero en Rodriguez Peña,Enrique Lucero,TANGO,Héctor Varela,Carlos Waiss,CANARO,,,,
8/20/46,Francisco CANARO,Déjame no quiero verte más,Enrique Lucero,TANGO,Francisco Canaro y Mariano Mores,Ivo Pelay,CANARO,,,,
8/20/46,Francisco CANARO,Sin palabras,Alberto Arenas,TANGO,Mariano Mores,Enrique Santos Discepolo,CANARO,,,,
9/4/46,Francisco CANARO,Rosa de otoño,Nelly Omar,VALS,Guillermo Barbieri,José Rial (h),CANARO,,,,
9/9/46,Francisco CANARO,Yira yira,Alberto Arenas,TANGO,Enrique Santos Discepolo,Enrique Santos Discepolo,CANARO,,,,
9/10/46,Francisco CANARO,La tablada,,TANGO,Francisco Canaro,,CANARO,,,,
9/10/46,Francisco CANARO,Pena gris,Enrique Lucero,TANGO,?,?,CANARO,,,,
10/8/46,Francisco CANARO,Borrón de niebla,Alberto Arenas,TANGO,Gerónimo Yorio,Salvador Granata y Orlando Romanelli,CANARO,,,,
10/8/46,Francisco CANARO,Gardel-Razzano (El morocho y el oriental),Nelly Omar,MILONGA,Ángel D'Agostino,Enrique Cadícamo,CANARO,,,,
10/8/46,Francisco CANARO,La puñalada,,MILONGA,Pintín Castellanos,Celedonio Flores,CANARO,,,,
11/28/46,Francisco CANARO,Canción desesperada,Nelly Omar,TANGO,Enrique Santos Discépolo,Enrique Santos Discépolo,CANARO,,,,
12/21/46,Francisco CANARO,Si tu me quisieras,Alberto Arenas,TANGO,Francisco Canaro,Francisco Canaro,CANARO,,,,
12/23/46,Francisco CANARO,Reliquias porteñas (2),,POTPOURRI DE TANGOS,Francisco Canaro,,CANARO,,,,
12/26/46,Francisco CANARO,El milagro,Enrique Lucero,TANGO,Armando Pontier,Homero Expósito,CANARO,,,,
1/3/47,Francisco CANARO,La melodía de nuestro adiós,Alberto Arenas,TANGO,Fioravanti Di Cicco,Carmelo Santiago,CANARO,,,,
1/3/47,Francisco CANARO,Nuestros caminos,Enrique Lucero,TANGO,?,?,CANARO,,,,
1/31/47,Francisco CANARO,Paz en mi tierra,Alberto Arenas y Enrique Lucero,TANGO,?,?,CANARO,,,,
3/26/47,Francisco CANARO,Sentimiento gaucho,Nelly Omar,TANGO,Francisco Canaro y Rafael Canaro,Juan Andrés Caruso,CANARO,,,,
3/26/47,Francisco CANARO,Sus ojos se cerraron,Nelly Omar,TANGO,Carlos Gardel,Alfredo Le Pera,CANARO,,,,
4/21/47,Francisco CANARO,Eufemio Pizarro,Alberto Arenas,TANGO,Cátulo Castillo,Homero Manzi,CANARO,,,,
4/21/47,Francisco CANARO,Vieja cumparsita,Enrique Lucero,TANGO,?,?,CANARO,,,,
5/28/47,Francisco CANARO,Déjame no quiero verte más,Nelly Omar,TANGO,Francisco Canaro y Mariano Mores,Ivo Pelay,CANARO,,,,
5/28/47,Francisco CANARO,La cancion de Buenos Aires,Nelly Omar,TANGO,Orestes Cúfaro y Azucena Maizani,Manuel Romero,CANARO,,,,
6/12/47,Francisco CANARO,Angelitos negros,Enrique Lucero,TANGO,?,?,CANARO,,,,
6/12/47,Francisco CANARO,Vine a verte,Alberto Arenas,TANGO,Miguel Bucino,Miguel Bucino,CANARO,,,,
9/15/47,Francisco CANARO,El norteño,,CARNAVALITO,?,?,CANARO,,,,
9/15/47,Francisco CANARO,Yo solo se,Carlos Roldan,TANGO,?,?,CANARO,,,,
10/20/47,Francisco CANARO,Los ejes de mi carreta,Alberto Arenas y Enrique Lucero,MILONGA,Atahualpa Yupanqui,Romildo Risso,CANARO,,,,
10/22/47,Francisco CANARO,Cantemos para olvidar,Alberto Arenas y Enrique Lucero,TANGO,?,?,CANARO,,,,
10/22/47,Francisco CANARO,Desde el alma,Nelly Omar,VALS,Rosita Melo,Homero Manzi y Víctor Piuma Vélez,CANARO,,,,
10/22/47,Francisco CANARO,Nobleza de arrabal,Nelly Omar,TANGO,Francisco Canaro,Homero Manzi,CANARO,,,,
1/15/48,Francisco CANARO,El choclo,Alberto Arenas,TANGO,Angel Villoldo,Angel Villoldo,CANARO,,,,
1/15/48,Francisco CANARO,La última copa,Alberto Arenas,TANGO,Francisco Canaro,Juan Andrés Caruso,CANARO,,,,
4/12/48,Francisco CANARO,Con la otra,Alberto Arenas,TANGO,Lito Bayardo,Lito Bayardo,CANARO,,,,
4/17/48,Francisco CANARO,Amémonos,Alberto Arenas y Enrique Lucero,VALS,Carlos Montbrun Ocampo,Manuel Ceferino Flores,CANARO,,,,
7/27/48,Francisco CANARO,Color de barro,Alberto Arenas,TANGO,Anselmo Aieta,Cátulo Castillo,CANARO,,,,
7/27/48,Francisco CANARO,Nube gris,Alberto Arenas y Enrique Lucero,VALS,Eduardo Márquez Talledo,Eduardo Márquez Talledo,CANARO,,,,
9/10/48,Francisco CANARO,Destino de trapo,Alberto Arenas,TANGO,Raúl Fernández Siro,Armando Laveglia,CANARO,,,,
9/10/48,Francisco CANARO,Naipe marcado,Alberto Arenas,MILONGA TANGUEADA,Ángel Greco,Ángel Greco,CANARO,,,,
9/10/48,Francisco CANARO,Por la huella (Por la güeya),Alberto Arenas,MILONGA,Antonio Sureda,Homero Manzi,CANARO,,,,
9/10/48,Francisco CANARO,Ya no cantas chingolo (Chingolito),Alberto Arenas y Enrique Lucero,TANGO,Antonio Scatasso,Edmundo Bianchi,CANARO,,,,
2/17/49,Francisco CANARO,Ojos negros,,TANGO,Vicente Greco,Pedro Numa Cordoba,CANARO,,,,
2/17/49,Francisco CANARO,Re fa si,,TANGO,Enrique Delfino,,CANARO,,,,
4/13/49,Francisco CANARO,Ausencia,Alberto Arenas y Enrique Lucero,VALS,Carlos Gardel y José Razzano,Francisco Bianco,CANARO,,,,
4/13/49,Francisco CANARO,Buenos Aires,Alberto Arenas,TANGO,Manuel Jovés,Manuel Romero,CANARO,,,,
7/13/49,Francisco CANARO,Borracho porque digo la verdad,Alberto Arenas,TANGO,?,?,CANARO,,,,
7/21/49,Francisco CANARO,Confesión,Mario Alonso,TANGO,Enrique Santos Discepolo,Enrique Santos Discepolo y Luis César Amadori,CANARO,,,,
7/21/49,Francisco CANARO,Parece mentira (2),Alberto Arenas,VALS,Francisco Canaro,Homero Manzi,CANARO,,,,
9/28/49,Francisco CANARO,Retintín,,TANGO,Eduardo Arolas,Gabriel Clausi,CANARO,,,,
10/13/49,Francisco CANARO,El último organito,Alberto Arenas,TANGO,Acho Manzi,Homero Manzi,CANARO,,,,
10/13/49,Francisco CANARO,Una lágrima tuya,Mario Alonso,TANGO MALAMBO,Mariano Mores,Homero Manzi,CANARO,,,,
1/26/50,Francisco CANARO,El triunfo,,TANGO,Francisco Canaro,,CANARO,,,,
1/26/50,Francisco CANARO,Pequeña,Mario Alonso,VALS,Osmar Maderna,Homero Expósito,CANARO,,,,
3/4/50,Francisco CANARO,Canto a Mendoza,Alberto Arenas y coro,MARCHA,?,?,CANARO,,,,
5/5/50,Francisco CANARO,Lo que nunca te dirán,Mario Alonso,TANGO,Francisco Canaro,Francisco Canaro,CANARO,,,,
5/5/50,Francisco CANARO,Lorenzo,,TANGO,Agustín Bardi,,CANARO,,,,
7/21/50,Francisco CANARO,Che bandoneón,Alberto Arenas,TANGO,Aníbal Troilo,Homero Manzi,CANARO,,,,
7/21/50,Francisco CANARO,Tu piel de jazmín,Mario Alonso,TANGO,Mariano Mores,José María Contursi,CANARO,,,,
10/26/50,Francisco CANARO,El chueco fangio,Alberto Arenas,MARCHA,?,?,CANARO,,,,
10/26/50,Francisco CANARO,Pancho Almada esta de fiesta,Mario Alonso,TANGO,?,?,CANARO,,,,
12/6/50,Francisco CANARO,El llorón,Alberto Arenas,TANGO,Juan Maglio,Enrique Cadícamo,CANARO,,,,
12/6/50,Francisco CANARO,Piccolo navio,Alberto Arenas,TANGO,Luis Riccardi,Juan Andrés Caruso,CANARO,,,,
5/18/51,Francisco CANARO,Toma mate toma mate,Alberto Arenas,MILONGA,?,?,CANARO,,,,
5/18/51,Francisco CANARO,Vinacho y Vinagrillo,Alberto Arenas y Mario Alonso,MILONGA,?,?,CANARO,,,,
6/12/51,Francisco CANARO,Bandoneón arrabalero,Mario Alonso,TANGO,Bachicha,Pascual Contursi,CANARO,,,,
6/12/51,Francisco CANARO,Federación,Alberto Arenas,TANGO,Francisco Canaro y Luis Riccardi,Juan Andrés Caruso,CANARO,,,,
7/20/51,Francisco CANARO,Por qué doblan las campanas,Mario Alonso,TANGO,Alfredo De Angelis,José Rótulo,CANARO,,,,
7/20/51,Francisco CANARO,Yo también soñé,Mario Alonso,TANGO,Francisco Canaro,Luis César Amadori,CANARO,,,,
11/5/51,Francisco CANARO,Madreselva,Mario Alonso,TANGO,Francisco Canaro,Luis César Amadori,CANARO,,,,
11/20/51,Francisco CANARO,Reliquias brasileñas,Alberto Arenas,TANGO,?,?,CANARO,,,,
11/26/51,Francisco CANARO,Corazón de oro,,VALS,Francisco Canaro,Jesús Fernández Blanco,CANARO,,,,
11/26/51,Francisco CANARO,Inspiración,,TANGO,Peregrino Paulos,Luis Rubistein,CANARO,,,,
11/26/51,Francisco CANARO,Sentimiento gaucho,Alberto Arenas,TANGO,Francisco Canaro y Rafael Canaro,Juan Andrés Caruso,CANARO,,,,
11/29/51,Francisco CANARO,A media luz,Alberto Arenas,TANGO,Edgardo Donato,Carlos Lenzi,CANARO,,,,
11/29/51,Francisco CANARO,Adiós pampa mía,Alberto Arenas,TANGO,Francisco Canaro y Mariano Mores,Ivo Pelay,CANARO,,,,
11/29/51,Francisco CANARO,La cumparsita,Mario Alonso,TANGO,Gerardo Matos Rodriguez,Pascual Contursi y Enrique Maroni,CANARO,,,,
11/29/51,Francisco CANARO,La puñalada,,MILONGA,Pintín Castellanos,Celedonio Flores,CANARO,,,,
1/2/52,Francisco CANARO,Casas viejas,Juan Carlos Rolon,TANGO,Francisco Canaro,Ivo Pelay,CANARO,,,,
5/14/52,Francisco CANARO,El entrerriano,,TANGO,Rosendo Mendizabal,Homero Exposito,CANARO,,,,
5/14/52,Francisco CANARO,Lo han visto con otra,Mario Alonso,TANGO,Horacio Pettorossi,Horacio Pettorossi,CANARO,,,,
5/29/52,Francisco CANARO,Cualquier cosa,Mario Alonso,TANGO,Herminia Velich y Juan Velich,Herminia Velich y Juan Velich,CANARO,,,,
5/29/52,Francisco CANARO,El opio,,TANGO,Francisco Canaro,,CANARO,,,,
8/11/52,Francisco CANARO,Cuna de fango,Alberto Arenas,TANGO,Francisco Canaro,Francisco Canaro,CANARO,,,,
8/11/52,Francisco CANARO,Flor de Arrabal,Alberto Arenas y Mario Alonso,MILONGA,?,?,CANARO,,,,
10/23/52,Francisco CANARO,Paga vos despues arreglamos,Alberto Arenas y Mario Alonso,TANGO,?,?,CANARO,,,,
10/23/52,Francisco CANARO,Y siempre la misma historia,Mario Alonso,TANGO,Miguel Bucino,Miguel Bucino,CANARO,,,,
11/4/52,Francisco CANARO,Bailando me diste un beso,Alberto Arenas y Mario Alonso,VALS,Rafael Rossi,Eugenio Cárdenas,CANARO,,,,
11/4/52,Francisco CANARO,La jota cordobesa,Alberto Arenas y Mario Alonso,JOTA CRIOLLA,?,?,CANARO,,,,
11/21/52,Francisco CANARO,El tigre,,TANGO,Francisco Canaro,,CANARO,,,,
3/11/53,Francisco CANARO,Tiempos viejos (Te acordas hermano),Alberto Arenas,TANGO,Francisco Canaro,Manuel Romero,CANARO,,,,
3/11/53,Francisco CANARO,Yo no sé que me han hecho tus ojos,Alberto Arenas y Mario Alonso,VALS,Francisco Canaro,Francisco Canaro,CANARO,,,,
3/17/53,Francisco CANARO,El estrellero,Mario Alonso,TANGO,Mariano Mores,Francisco Amor,CANARO,,,,
3/17/53,Francisco CANARO,Noche de niebla,Mario Alonso,TANGO,?,?,CANARO,,,,
3/17/53,Francisco CANARO,Quejas de bandoneón,,TANGO,Juan de Dios Filiberto,,CANARO,,,,
3/17/53,Francisco CANARO,Rodriguez Peña,,TANGO,Vicente Greco,Juan Velich,CANARO,,,,
3/20/53,Francisco CANARO,Esta noche me emborracho,Alberto Arenas,TANGO,Enrique Santos Discepolo,Enrique Santos Discepolo,CANARO,,,,
3/20/53,Francisco CANARO,Mano a mano,Alberto Arenas,TANGO,Carlos Gardel y José Razzano,Celedonio Flores,CANARO,,,,
3/25/53,Francisco CANARO,El Chino Pantaleón,Alberto Arenas y Mario Alonso,MILONGA,Francisco Canaro,Francisco Canaro,CANARO,,,,
3/25/53,Francisco CANARO,Griseta,Mario Alonso,TANGO,Enrique Delfino,José González Castillo,CANARO,,,,
3/31/53,Francisco CANARO,Cimarrona,Alberto Arenas,VALS,Fausto Frontera,Cátulo Castillo,CANARO,,,,
3/31/53,Francisco CANARO,Compadre que le va a hacer,Alberto Arenas,MILONGA,?,?,CANARO,,,,
6/10/53,Francisco CANARO,Aquí parado en la esquina,Mario Alonso,TANGO,Rafael Rossi,Alfredo Bigeschi,CANARO,,,,
6/10/53,Francisco CANARO,Con poca plata,Mario Alonso,TANGO,Antonio María Arcieri,José Demetrio Terragno,CANARO,,,,
8/14/53,Francisco CANARO,Del suburbio,Alberto Arenas,TANGO,Oscar Sabino,Víctor Lamanna,CANARO,,,,
8/14/53,Francisco CANARO,Una canción,Mario Alonso,TANGO,Aníbal Troilo,Catulo Castillo,CANARO,,,,
11/21/53,Francisco CANARO,Baiango,Alberto Arenas y Mario Alonso,MARCHA,?,?,CANARO,,,,
1/4/54,Francisco CANARO,Envidia,Mario Alonso,TANGO,Francisco Canaro,José González Castillo y Luis César Amadori,CANARO,,,,
1/4/54,Francisco CANARO,Toma estas monedas,Alberto Arenas,TANGO,Juan D´Arienzo y Fulvio Salamanca,Carlos Bahr,CANARO,,,,
3/30/54,Francisco CANARO,Cómo querés que te quiera,Alberto Arenas,TANGO,Héctor Marcó,Héctor Marcó,CANARO,,,,
3/30/54,Francisco CANARO,Prohibido,Mario Alonso,TANGO,Manuel Sucher,Carlos Bahr,CANARO,,,,
7/19/54,Francisco CANARO,De mi barrio,Mario Alonso,TANGO,Roberto Goyheneche,Roberto Goyheneche,CANARO,,,,
7/19/54,Francisco CANARO,Pedime lo que querés,Alberto Arenas,TANGO,Francisco Canaro,Juan Andrés Caruso,CANARO,,,,
12/29/54,Francisco CANARO,Brasil Brasil,Alberto Arenas y Mario Alonso,MARCHA,?,?,CANARO,,,,
12/29/54,Francisco CANARO,Lilac,,TANGO,?,?,CANARO,,,,
3/8/55,Francisco CANARO,Cara sucia,Juan Carlos Rolon,TANGO,Francisco Canaro,Juan Andrés Caruso,CANARO,,,,
3/8/55,Francisco CANARO,Tu boca mintió (No me mires),Juan Carlos Rolon,TANGO,Armando Angeletti,Alberto Longo,CANARO,,,,
3/31/55,Francisco CANARO,Al compas del corazón,Juan Carlos Rolon,TANGO,Domingo Federico,Homero Expósito,CANARO,,,,
3/31/55,Francisco CANARO,Noches de Colón (El alma de la calle),Alberto Arenas,TANGO,Raúl de los Hoyos,Roberto Cayol,CANARO,,,,
5/30/55,Francisco CANARO,Bodas de oro con el tango,,TANGO,?,?,CANARO,,,,
5/30/55,Francisco CANARO,Pajaro Silvestre,,TANGO,?,?,CANARO,,,,
6/30/55,Francisco CANARO,El día que me quieras,Juan Carlos Rolon,TANGO,Carlos Gardel,Alfredo Le Pera,CANARO,,,,
6/30/55,Francisco CANARO,Te quiero,Juan Carlos Rolon,TANGO,Francisco Canaro,Francisco Canaro,CANARO,,,,
8/2/55,Francisco CANARO,Las vueltas de la vida,Alberto Arenas,TANGO,Francisco Canaro,Manuel Romero,CANARO,,,,
8/2/55,Francisco CANARO,Malena,Juan Carlos Rolon,TANGO,Lucio Demare,Homero Manzi,CANARO,,,,
4/12/56,Francisco CANARO,Café para dos,Alberto Arenas,TANGO,Francisco Canaro,Francisco Canaro,CANARO,,,,
4/12/56,Francisco CANARO,Me gusta bailar milonga,Alberto Arenas,MILONGA,Pintín Castellanos,Pintín Castellanos,CANARO,,,,
4/26/56,Francisco CANARO,Historia de un amor,Juan Carlos Rolon,TANGO,Carlos Almarán,Carlos Almarán,CANARO,,,,
4/26/56,Francisco CANARO,Milongón,Alberto Arenas,MILONGA,Francisco Canaro,Homero Manzi,CANARO,,,,
6/15/56,Francisco CANARO,Copa de silencio,Alberto Arenas,TANGO,Alberto Arenas,Alberto Arenas,CANARO,,,,
6/15/56,Francisco CANARO,Nubes de humo,Alberto Arenas,TANGO,Manuel Jovés,Manuel Romero,CANARO,,,,
9/17/56,Francisco CANARO,La calesita,Juan Carlos Rolon,TANGO,Mariano Mores,Cátulo Castillo,CANARO,,,,
9/17/56,Francisco CANARO,Meditación maleva,Guillermo Rico,TANGO,Oscar Sabino,Víctor Lamanna,CANARO,,,,
9/20/56,Francisco CANARO,Destellos,Juan Carlos Rolon,TANGO,Francisco Canaro,Juan Andrés Caruso,CANARO,,,,
9/20/56,Francisco CANARO,La barra fuerte,,TANGO,Francisco Canaro,,CANARO,,,,
9/20/56,Francisco CANARO,Te quiero,Juan Carlos Rolon,TANGO,Francisco Canaro,Francisco Canaro,CANARO,,,,
9/20/56,Francisco CANARO,Vibraciones del alma,,VALS,Francisco Canaro,,CANARO,,,,
9/25/56,Francisco CANARO,Café para dos,Guillermo Rico,TANGO,Francisco Canaro,Francisco Canaro,CANARO,,,,
9/25/56,Francisco CANARO,La ultima copa,Guillermo Rico,TANGO,Francisco Canaro,Juan Andrés Caruso,CANARO,,,,
9/28/56,Francisco CANARO,Corazón encadenado,Juan Carlos Rolon,TANGO,Francisco Canaro,Ivo Pelay,CANARO,,,,
9/28/56,Francisco CANARO,Tangón,Juan Carlos Rolon,MILONGA,Francisco Canaro,Ivo Pelay,CANARO,,,,
10/16/56,Francisco CANARO,Es mejor,Juan Carlos Rolon,TANGO,Miguel Caló y Oscar Rubens,Miguel Caló y Oscar Rubens,CANARO,,,,
10/16/56,Francisco CANARO,Mi promesa,Guillermo Rico y Juan Carlos Rolon,TANGO,Alfredo De Angelis,José Rótulo,CANARO,,,,
11/16/56,Francisco CANARO,Cuando no existas mas,Juan Carlos Rolon,TANGO,?,?,CANARO,,,,
11/16/56,Francisco CANARO,Los adioses,Juan Carlos Rolon,TANGO,?,?,CANARO,,,,
12/14/56,Francisco CANARO,Acuarela boquense,Juan Carlos Rolon,TANGO,?,?,CANARO,,,,
12/14/56,Francisco CANARO,Muriéndome de amor,Guillermo Rico,TANGO,Manuel Sucher,Carlos Bahr,CANARO,,,,
1/2/57,Francisco CANARO,Casas viejas,Juan Carlos Rolon,TANGO,Francisco Canaro,Ivo Pelay,CANARO,,,,
1/2/57,Francisco CANARO,Casi caminando,Juan Carlos Rolon,TANGO,?,?,CANARO,,,,
4/15/57,Francisco CANARO,Cuando mi china se fue,Juan Carlos Rolon y Alberto Arenas,MILONGA,?,?,CANARO,,,,
4/15/57,Francisco CANARO,Munyinga,Juan Carlos Rolon y Alberto Arenas,MILONGA,Miguel Caló y Luis Brighenti,Máximo Orsi,CANARO,,,,
5/15/57,Francisco CANARO,Limosna de amor,Juan Carlos Rolon,TANGO,Donato Racciatti,Enrique Soriano,CANARO,,,,
5/15/57,Francisco CANARO,Tango español,Juan Carlos Rolon,TANGO,Antonio Bisio,Juan Pueblito,CANARO,,,,
6/28/57,Francisco CANARO,Divina maria,Eduardo Adrian y coro,TANGO,?,?,CANARO,,,,
6/28/57,Francisco CANARO,Rincón de riachuelo,Eduardo Adrian,TANGO,?,?,CANARO,,,,
8/19/57,Francisco CANARO,Cuando el amor,Juan Carlos Rolon,TANGO,?,?,CANARO,,,,
8/19/57,Francisco CANARO,Noche deseada,Juan Carlos Rolon,VALS,?,?,CANARO,,,,
9/12/57,Francisco CANARO,Cuando el dolor hiere el alma,Juan Carlos Rolon,TANGO,?,?,CANARO,,,,
9/12/57,Francisco CANARO,Laburo,Juan Carlos Rolon,MILONGA BAION,Francisco Canaro,Guillermo Pelay y Horacio Pelay,CANARO,,,,
9/13/57,Francisco CANARO,Bambu,,CANDOMBE,?,?,CANARO,,,,
9/13/57,Francisco CANARO,Cañaveral cubano,Juan Carlos Rolon,HABANERA,?,?,CANARO,,,,
